# GMM n=4 pocket classification, T=50C
# Classes: S1_pocket, S3_pocket, surface, extended
# frame  chi2  chi2_state  wcn  d_S1  d_S3  M  dist_nm  Q_p  class
82  -85.88  2  0.779622  10.645  7.844  -0.967557  1.061169  -0.013224  S3_pocket
83  -82.83  2  0.806338  11.042  8.239  -0.998996  1.070147  -0.022678  S3_pocket
84  -127.10  3  0.767876  10.376  8.827  -0.798969  1.125805  -0.020763  S3_pocket
85  -115.49  3  0.913536  10.578  6.225  -0.944645  0.808876  -0.010969  S3_pocket
86  -117.34  3  0.854668  9.689  6.911  -0.709000  0.897885  -0.022640  S3_pocket
87  102.72  1  0.900715  10.744  6.105  -0.702198  0.854248  -0.004849  S3_pocket
88  122.59  1  0.909475  10.337  5.717  -0.738588  0.802302  -0.006030  S3_pocket
89  107.05  1  0.942019  11.271  5.115  -0.690939  0.661262  -0.014426  S3_pocket
90  107.40  1  0.937985  10.975  5.625  -0.589231  0.723945  0.001040  S3_pocket
91  98.93  1  0.905771  11.697  6.081  -0.493112  0.749769  0.001383  S3_pocket
92  129.85  1  0.844648  9.876  7.798  -0.814839  0.980766  0.002342  S3_pocket
93  102.63  1  0.922091  10.745  6.188  -0.818015  0.758314  -0.008235  S3_pocket
94  151.89  0  0.870748  9.088  7.449  -0.760886  0.966823  0.005335  S3_pocket
95  171.07  0  0.872424  9.779  7.497  -0.796225  0.988123  -0.018036  S3_pocket
96  118.88  1  0.872155  9.418  7.357  -0.913448  0.960153  -0.003385  S3_pocket
97  142.22  1  0.882782  9.259  7.248  -0.745494  0.931304  -0.010436  S3_pocket
98  -136.86  3  0.897024  10.717  6.836  -0.617321  0.843747  -0.015278  S3_pocket
99  130.71  1  0.851780  10.227  7.334  -0.936948  0.939137  -0.005651  S3_pocket
100  98.43  1  0.919834  9.597  6.146  -0.808674  0.832418  -0.012019  S3_pocket
101  123.35  1  0.905936  9.954  7.013  -0.882500  0.890756  -0.006747  S3_pocket
102  -107.30  3  0.868583  11.197  6.625  -0.965712  0.959385  -0.034255  S3_pocket
103  -114.18  3  0.892899  11.177  6.392  -0.860772  0.874726  -0.017279  S3_pocket
104  -101.19  3  0.828897  11.164  6.639  -0.994743  1.034561  -0.018798  S3_pocket
105  103.48  1  0.905517  10.721  5.909  -0.762788  0.777082  0.004444  S3_pocket
106  107.47  1  0.901487  11.174  6.512  -0.677204  0.844063  0.001750  S3_pocket
107  -145.67  3  0.901645  10.159  7.147  -0.638398  0.860496  -0.025285  S3_pocket
108  -103.25  3  0.953412  11.652  6.773  -0.932611  0.879064  -0.015949  S3_pocket
109  -102.75  3  0.950438  12.286  5.492  -0.812560  0.811942  -0.034577  S3_pocket
110  -132.14  3  0.876769  11.563  6.838  -0.952914  0.960997  -0.029992  S3_pocket
111  -100.37  3  0.905601  11.360  6.558  -0.951905  0.911722  -0.017664  S3_pocket
112  -112.10  3  0.908851  11.714  6.797  -0.936473  0.855483  -0.020007  S3_pocket
113  -95.54  3  0.936955  12.246  5.931  -0.957531  0.854925  -0.032556  S3_pocket
114  -107.69  3  0.911629  11.069  6.729  -0.941270  0.902923  -0.032713  S3_pocket
115  -113.59  3  0.882797  12.148  6.817  -0.947338  0.935752  -0.012584  S3_pocket
116  -84.29  2  0.893036  12.051  6.460  -0.986216  0.905782  -0.033461  S3_pocket
117  -104.16  3  0.934688  12.564  5.330  -0.713866  0.835905  -0.015309  S3_pocket
118  -100.46  3  0.948368  12.483  6.586  -0.893301  0.819612  -0.006673  S3_pocket
119  -108.85  3  0.854018  11.731  7.035  -0.975942  0.961459  -0.035293  S3_pocket
120  -108.85  3  0.936049  11.904  6.808  -0.948226  0.884350  -0.034057  S3_pocket
121  -128.14  3  0.958190  11.986  6.041  -0.818576  0.822679  -0.023731  S3_pocket
122  -91.96  3  0.941876  11.831  6.312  -0.965558  0.865001  -0.019725  S3_pocket
123  -113.50  3  0.894959  11.370  6.067  -0.907597  0.868130  -0.004082  S3_pocket
124  -111.75  3  0.901801  11.957  6.813  -0.917468  0.897614  -0.006979  S3_pocket
125  -104.38  3  0.957049  12.166  5.902  -0.907082  0.823173  -0.023298  S3_pocket
126  -108.40  3  0.865785  11.835  7.063  -0.975319  0.966925  -0.005686  S3_pocket
127  -106.58  3  0.944035  11.509  6.496  -0.916651  0.825973  -0.031532  S3_pocket
128  -125.27  3  0.943184  12.182  6.095  -0.845591  0.818683  -0.007609  S3_pocket
129  -108.40  3  0.923947  12.311  6.808  -0.913579  0.899923  -0.011009  S3_pocket
130  -115.33  3  0.927662  12.169  6.978  -0.911509  0.842459  -0.017158  S3_pocket
131  -85.60  2  0.941307  12.470  6.513  -0.954022  0.845025  -0.014301  S3_pocket
132  -99.97  3  0.918223  12.459  6.660  -0.961791  0.896646  -0.013964  S3_pocket
133  -120.50  3  0.888110  11.359  6.955  -0.914974  0.938710  -0.030337  S3_pocket
134  -98.92  3  0.900771  11.850  6.688  -0.975729  0.944775  -0.022194  S3_pocket
135  -103.03  3  0.950703  11.539  6.189  -0.918971  0.820645  -0.036842  S3_pocket
136  -110.54  3  0.859600  12.612  6.813  -0.985869  0.997543  -0.033347  S3_pocket
137  -86.45  2  0.870024  12.451  6.216  -0.991825  0.922846  -0.009968  S3_pocket
138  -117.28  3  0.888156  12.193  6.346  -0.730602  0.925408  0.008027  S3_pocket
139  -103.00  3  0.898032  12.790  5.598  -0.901165  0.888033  -0.004711  S3_pocket
140  -111.46  3  0.864598  11.398  6.188  -0.823674  0.955357  -0.016758  S3_pocket
141  -110.56  3  0.884220  12.796  6.113  -0.899513  0.927964  -0.004706  S3_pocket
142  -73.35  2  0.886689  11.619  5.791  -0.950552  0.887372  -0.009452  S3_pocket
143  -99.60  3  0.904279  12.065  5.694  -0.954189  0.891257  -0.015732  S3_pocket
144  -125.24  3  0.878722  12.015  6.247  -0.871647  0.933398  -0.022300  S3_pocket
145  -94.11  3  0.896391  12.032  5.971  -0.912181  0.921736  -0.009360  S3_pocket
146  -102.98  3  0.875865  12.306  5.601  -0.981141  0.902849  -0.005584  S3_pocket
147  -86.55  2  0.881100  12.243  5.803  -0.992602  0.880769  -0.014703  S3_pocket
148  -95.07  3  0.883757  11.573  5.877  -0.949901  0.896113  -0.016605  S3_pocket
149  -99.04  3  0.907173  12.223  5.868  -0.924748  0.882010  -0.011661  S3_pocket
150  -111.33  3  0.895857  12.155  5.712  -0.933770  0.860340  -0.019201  S3_pocket
151  -109.84  3  0.892681  11.866  5.885  -0.965459  0.898706  -0.015094  S3_pocket
152  -105.46  3  0.892557  11.687  5.982  -0.952781  0.953218  -0.025866  S3_pocket
153  -109.65  3  0.917611  11.360  6.181  -0.938222  0.889345  -0.044989  S3_pocket
154  -86.01  2  0.922671  11.791  5.870  -0.919856  0.843417  -0.056699  S3_pocket
155  -103.57  3  0.873182  12.745  6.039  -0.958846  0.950622  -0.049240  S3_pocket
156  -104.74  3  0.931800  12.031  5.944  -0.829218  0.840042  -0.021938  S3_pocket
157  -129.34  3  0.950633  11.611  6.514  -0.905290  0.889116  -0.030414  S3_pocket
158  -115.79  3  0.888610  12.242  6.225  -0.922782  0.937624  -0.017498  S3_pocket
159  -116.55  3  0.973574  12.270  5.629  -0.707480  0.781145  -0.023186  S3_pocket
160  -115.94  3  0.950171  11.831  6.380  -0.858787  0.838110  -0.024975  S3_pocket
161  -88.06  2  0.906263  12.243  6.632  -0.964671  0.876511  -0.035689  S3_pocket
162  -120.15  3  0.947687  12.106  6.425  -0.864507  0.826897  -0.038468  S3_pocket
163  -96.41  3  0.964501  13.022  5.470  -0.912891  0.750974  -0.019622  S3_pocket
164  124.28  1  0.979457  11.039  6.228  -0.734986  0.735075  -0.002779  S3_pocket
165  117.87  1  0.960269  10.925  6.606  -0.760069  0.792140  0.005936  S3_pocket
166  137.44  1  0.981846  11.717  5.928  -0.412278  0.702434  -0.001637  S3_pocket
167  97.66  1  0.936406  10.752  6.465  -0.905064  0.815196  -0.002490  S3_pocket
168  107.89  1  0.939683  10.872  6.266  -0.830178  0.773954  -0.009862  S3_pocket
169  114.61  1  0.943554  11.107  5.765  -0.787086  0.784504  0.003932  S3_pocket
170  135.29  1  0.922795  11.015  6.534  -0.746051  0.802796  0.003576  S3_pocket
171  112.51  1  0.894815  10.226  6.788  -0.849114  0.867427  0.003350  S3_pocket
172  -118.68  3  0.927231  11.412  7.982  -0.593387  0.863894  0.006239  S3_pocket
173  -131.14  3  0.900527  10.881  6.306  -0.831177  0.850520  0.003436  S3_pocket
174  -98.20  3  0.926898  12.359  6.981  -0.642377  0.840201  -0.023554  S3_pocket
175  -99.40  3  0.929271  11.166  6.245  -0.939839  0.835619  -0.025258  S3_pocket
176  -96.12  3  0.973487  11.911  6.388  -0.954777  0.805689  -0.012652  S3_pocket
177  -126.61  3  0.958793  11.877  6.723  -0.829041  0.792683  -0.014294  S3_pocket
178  -75.31  2  0.939813  12.028  5.887  -0.933999  0.839324  -0.022517  S3_pocket
179  -93.13  3  0.924441  11.894  6.891  -0.969146  0.814016  -0.015030  S3_pocket
180  -126.99  3  0.934608  11.412  7.521  -0.651940  0.857694  -0.015390  S3_pocket
181  -132.47  3  0.953683  11.522  7.917  -0.507546  0.817159  -0.016952  S3_pocket
182  -126.47  3  0.941726  11.852  7.155  -0.631103  0.817997  -0.006275  S3_pocket
183  -109.64  3  0.976676  11.535  6.422  -0.791650  0.777038  -0.001309  S3_pocket
184  -95.39  3  0.941606  11.538  7.092  -0.924018  0.826770  0.008485  S3_pocket
185  -109.26  3  0.959256  11.703  6.962  -0.866345  0.798921  -0.019160  S3_pocket
186  -84.50  2  0.969288  11.680  6.840  -0.957468  0.795366  -0.035185  S3_pocket
187  -130.31  3  0.967707  11.890  6.735  -0.751711  0.747800  0.002418  S3_pocket
188  -103.31  3  0.941115  11.720  6.735  -0.907057  0.835316  -0.005617  S3_pocket
189  -137.57  3  0.958075  11.414  6.616  -0.923419  0.828140  -0.020856  S3_pocket
190  -99.49  3  0.947169  11.530  6.895  -0.949604  0.831215  -0.040234  S3_pocket
191  -94.51  3  0.950473  11.925  6.792  -0.909655  0.818377  -0.022521  S3_pocket
192  -115.36  3  0.973297  11.222  6.931  -0.763023  0.763617  -0.006760  S3_pocket
193  -112.33  3  0.924264  11.743  7.558  -0.679230  0.784626  -0.001891  S3_pocket
194  -123.57  3  0.949559  12.434  6.272  -0.618653  0.733565  -0.006071  S3_pocket
195  -94.50  3  0.919229  11.894  6.788  -0.890817  0.815674  0.007760  S3_pocket
196  -86.95  2  0.971469  12.494  6.281  -0.749808  0.706259  -0.005183  S3_pocket
197  -119.80  3  0.930951  11.262  6.740  -0.850466  0.774240  -0.001834  S3_pocket
198  -134.08  3  0.788104  11.441  9.022  -0.940159  1.094735  0.011982  S3_pocket
199  -106.10  3  0.879270  11.899  7.122  -0.979399  0.908218  -0.000008  S3_pocket
200  -74.66  2  0.902180  11.726  6.878  -0.993805  0.929622  -0.021298  S3_pocket
201  -95.52  3  0.892303  12.687  7.282  -0.973346  0.940573  -0.026566  S3_pocket
202  -122.91  3  0.973726  12.240  6.483  -0.777387  0.753054  0.010956  S3_pocket
203  -96.47  3  0.910621  12.434  6.854  -0.952908  0.839079  -0.005303  S3_pocket
204  -108.58  3  0.915702  10.859  7.318  -0.947211  0.965795  -0.027789  S3_pocket
205  -75.23  2  0.925962  11.345  5.956  -0.958090  0.800441  -0.038377  S3_pocket
206  -97.07  3  0.830158  11.028  6.171  -0.950309  0.968621  -0.026205  S3_pocket
207  -104.37  3  0.889337  11.245  7.450  -0.939003  0.938582  0.002645  S3_pocket
208  -111.01  3  0.893824  11.254  7.076  -0.942731  0.908917  -0.003832  S3_pocket
209  -114.35  3  0.926972  11.213  6.719  -0.920238  0.853655  -0.005755  S3_pocket
210  -108.95  3  0.913494  11.889  6.489  -0.935945  0.869522  -0.032980  S3_pocket
211  -137.74  3  0.862387  10.739  8.280  -0.924068  1.019389  -0.019139  S3_pocket
212  -124.07  3  0.896535  10.793  6.279  -0.929477  0.839594  -0.014172  S3_pocket
213  -97.21  3  0.922341  11.269  7.215  -0.933111  0.866631  -0.008202  S3_pocket
214  -80.67  2  0.894608  11.304  6.097  -0.910960  0.861143  -0.037408  S3_pocket
215  -93.69  3  0.926236  11.569  6.096  -0.917897  0.777070  -0.043528  S3_pocket
216  -109.28  3  0.919825  10.741  6.193  -0.926772  0.853664  -0.027506  S3_pocket
217  -115.27  3  0.887891  11.992  7.099  -0.967871  0.903976  -0.008376  S3_pocket
218  -110.78  3  0.906281  11.128  7.114  -0.955520  0.876549  -0.019436  S3_pocket
219  -79.85  2  0.870185  11.402  7.078  -0.997251  0.925994  -0.009442  S3_pocket
220  -125.52  3  0.879587  11.082  6.914  -0.936666  0.881215  -0.017924  S3_pocket
221  -118.53  3  0.858711  10.892  7.967  -0.994247  0.971840  -0.007976  S3_pocket
222  -98.49  3  0.900095  11.892  7.026  -0.951390  0.884270  -0.020749  S3_pocket
223  -98.17  3  0.880573  11.150  7.470  -0.991042  0.914304  -0.009427  S3_pocket
224  -105.05  3  0.901400  11.555  6.341  -0.960821  0.830664  -0.028233  S3_pocket
225  -145.85  3  0.855400  10.823  8.324  -0.953530  0.943167  -0.001522  S3_pocket
226  -101.32  3  0.863915  11.144  7.109  -0.966941  0.882203  -0.023310  S3_pocket
227  -106.60  3  0.864631  11.326  7.780  -0.969361  0.936636  -0.000145  S3_pocket
228  -150.63  3  0.898001  11.697  7.920  -0.258877  0.774013  -0.003168  S3_pocket
229  -143.15  3  0.900452  11.098  7.836  -0.653335  0.902119  -0.015852  S3_pocket
230  -106.76  3  0.919701  11.837  6.822  -0.657689  0.808022  -0.034217  S3_pocket
231  -114.72  3  0.898324  11.242  7.550  -0.937214  0.868551  -0.047732  S3_pocket
232  -119.66  3  0.864805  10.434  6.643  -0.885881  0.887104  -0.050184  S3_pocket
233  -115.14  3  0.919944  10.883  6.882  -0.940236  0.836212  -0.039064  S3_pocket
234  -103.54  3  0.849279  10.909  8.202  -0.941121  0.983574  -0.026014  S3_pocket
235  -96.68  3  0.883433  10.952  6.795  -0.998390  0.926883  -0.048517  S3_pocket
236  -108.87  3  0.945672  11.103  6.884  -0.952646  0.795301  -0.038697  S3_pocket
237  -100.98  3  0.818470  10.592  8.526  -0.994874  1.013911  -0.039374  S3_pocket
238  -92.84  3  0.952607  11.531  6.199  -0.969872  0.775708  -0.017356  S3_pocket
239  -99.08  3  0.925250  11.238  6.909  -0.989667  0.875613  -0.049669  S3_pocket
240  -106.32  3  0.877637  11.214  7.858  -0.966615  0.878504  -0.036730  S3_pocket
241  -95.18  3  0.905465  11.241  7.095  -0.988366  0.893981  -0.046351  S3_pocket
242  -103.59  3  0.894272  11.277  7.586  -0.945015  0.898406  -0.042526  S3_pocket
243  -108.45  3  0.914675  11.471  7.011  -0.834755  0.756887  -0.037238  S3_pocket
244  -106.16  3  0.863028  11.194  7.914  -0.970983  0.944306  -0.018568  S3_pocket
245  -97.88  3  0.860003  10.908  8.276  -0.996947  0.950536  -0.031575  S3_pocket
246  -115.51  3  0.945514  11.791  7.113  -0.931300  0.758484  -0.033638  S3_pocket
247  -95.18  3  0.918415  11.668  7.218  -0.814116  0.805983  -0.045045  S3_pocket
248  -92.09  3  0.933219  11.666  6.349  -0.977269  0.857369  -0.037009  S3_pocket
249  -115.81  3  0.871743  10.412  8.282  -0.999351  1.051342  -0.000580  S3_pocket
250  -100.57  3  0.916624  11.184  7.206  -0.937121  0.914920  -0.015233  S3_pocket
251  -96.48  3  0.890116  11.811  7.191  -0.994134  0.917878  -0.022690  S3_pocket
252  -97.94  3  0.862953  11.159  8.191  -0.987897  0.942529  -0.023858  S3_pocket
253  -112.40  3  0.912707  11.939  7.090  -0.932589  0.864222  -0.049705  S3_pocket
254  -103.60  3  0.867101  11.245  7.394  -0.989023  0.965002  -0.048254  S3_pocket
255  -109.25  3  0.876116  11.478  7.399  -0.989953  0.977152  -0.035788  S3_pocket
256  -101.11  3  0.895968  11.158  7.459  -0.966511  0.903120  -0.031919  S3_pocket
257  -111.20  3  0.897927  10.919  7.212  -0.985589  0.920649  -0.047023  S3_pocket
258  -122.16  3  0.860799  10.818  8.374  -0.739998  0.971548  -0.040394  S3_pocket
259  -111.82  3  0.909372  11.446  6.916  -0.888716  0.804328  -0.008323  S3_pocket
260  -109.86  3  0.904816  11.669  6.543  -0.877058  0.829799  -0.038074  S3_pocket
261  -111.84  3  0.933336  11.908  7.284  -0.793138  0.796195  -0.025044  S3_pocket
262  -118.33  3  0.955985  12.180  6.589  -0.846844  0.773560  -0.018798  S3_pocket
263  -110.71  3  0.941538  10.935  6.719  -0.894409  0.838377  -0.041793  S3_pocket
264  -116.43  3  0.916375  12.271  7.383  -0.835063  0.834407  -0.013949  S3_pocket
265  -116.00  3  0.897556  11.204  7.346  -0.904620  0.935114  -0.032143  S3_pocket
266  -128.01  3  0.934898  11.719  6.790  -0.790277  0.831050  -0.037964  S3_pocket
267  -112.61  3  0.886393  10.844  7.968  -0.968323  0.989909  -0.053378  S3_pocket
268  -107.73  3  0.919758  10.991  7.258  -0.897564  0.881988  -0.048201  S3_pocket
269  -114.44  3  0.907008  11.175  7.082  -0.907670  0.910473  -0.046380  S3_pocket
270  -119.11  3  0.920308  11.357  7.105  -0.963039  0.894884  -0.045677  S3_pocket
271  -102.15  3  0.883677  11.776  7.019  -0.962300  0.970087  -0.035852  S3_pocket
272  -99.84  3  0.901294  11.205  6.857  -0.966142  0.875969  -0.049171  S3_pocket
273  -106.66  3  0.916217  11.410  6.932  -0.948636  0.927190  -0.052593  S3_pocket
274  -118.18  3  0.875201  12.218  7.401  -0.988069  0.947669  -0.033430  S3_pocket
275  -124.12  3  0.903068  11.991  7.314  -0.939509  0.919228  -0.031841  S3_pocket
276  -94.34  3  0.894484  11.405  7.261  -0.964430  0.894125  -0.033579  S3_pocket
277  -98.91  3  0.892322  11.829  7.794  -0.958991  0.877596  -0.031490  S3_pocket
278  -108.76  3  0.918059  11.058  7.151  -0.964687  0.895309  -0.037562  S3_pocket
279  -116.84  3  0.881183  11.446  7.820  -0.919392  0.919683  -0.037294  S3_pocket
280  -108.65  3  0.962691  12.079  6.443  -0.923342  0.737900  -0.031834  S3_pocket
281  -117.12  3  0.915752  11.747  6.962  -0.857120  0.820507  -0.037763  S3_pocket
282  -88.30  2  0.847906  11.465  7.097  -0.998167  0.969339  -0.043410  S3_pocket
283  -129.37  3  0.898896  11.234  7.109  -0.876498  0.939740  -0.045369  S3_pocket
284  -113.57  3  0.912177  11.412  7.581  -0.950698  0.885509  -0.010702  S3_pocket
285  -111.72  3  0.918110  12.197  6.844  -0.981794  0.876145  -0.038253  S3_pocket
286  -107.87  3  0.903135  11.632  7.429  -0.964785  0.897066  0.002374  S3_pocket
287  -99.83  3  0.946671  11.892  7.198  -0.966520  0.855691  -0.040100  S3_pocket
288  -97.01  3  0.936709  12.077  6.601  -0.947421  0.842027  -0.046349  S3_pocket
289  -104.79  3  0.972789  11.752  6.772  -0.923903  0.795030  -0.027879  S3_pocket
290  -89.79  2  0.850974  11.385  7.802  -0.990734  0.949003  -0.043711  S3_pocket
291  -95.99  3  0.931599  12.001  6.536  -0.934458  0.796414  -0.036465  S3_pocket
292  -109.57  3  0.927061  11.458  7.372  -0.911717  0.826835  -0.010391  S3_pocket
293  -126.58  3  0.928776  11.704  7.334  -0.901210  0.850277  -0.006001  S3_pocket
294  -115.23  3  0.942812  11.706  7.173  -0.935686  0.816058  -0.019795  S3_pocket
295  -126.99  3  0.877642  11.578  7.779  -0.979659  0.934030  -0.001667  S3_pocket
296  -105.30  3  0.895775  11.069  6.961  -0.989967  0.965794  -0.045472  S3_pocket
297  -119.97  3  0.895502  11.188  7.304  -0.952781  0.892696  -0.003357  S3_pocket
298  -110.49  3  0.880840  11.134  8.040  -0.973245  0.934085  -0.050247  S3_pocket
299  -104.80  3  0.880568  11.586  7.324  -0.995755  0.940454  -0.041951  S3_pocket
300  -107.97  3  0.931398  10.748  7.132  -0.952675  0.923482  -0.043342  S3_pocket
301  -117.12  3  0.903099  10.745  7.811  -0.945402  0.912840  -0.003105  S3_pocket
302  -114.35  3  0.860613  10.867  8.176  -0.951541  1.004430  -0.008250  S3_pocket
303  -102.55  3  0.851373  10.939  8.815  -0.991820  1.034591  -0.047910  S3_pocket
304  -129.57  3  0.894288  10.749  8.414  -0.880428  0.955109  -0.013125  S3_pocket
305  -120.44  3  0.893325  11.142  8.572  -0.981602  0.991439  -0.044750  S3_pocket
306  -124.47  3  0.910026  11.281  7.664  -0.926244  0.918505  -0.016710  S3_pocket
307  -101.74  3  0.874503  11.212  7.941  -0.996686  0.961735  -0.012629  S3_pocket
308  -107.42  3  0.833587  11.814  8.877  -0.996678  1.100920  -0.011193  S3_pocket
