# GMM n=4 pocket classification, T=40C
# Classes: S1_pocket, S3_pocket, surface, extended
# frame  chi2  chi2_state  wcn  d_S1  d_S3  M  dist_nm  Q_p  class
91  48.41  0  0.762863  10.783  10.135  0.592661  1.021522  -0.012183  surface
92  43.75  0  0.663678  10.127  12.274  0.752292  1.243651  -0.043729  surface
93  41.89  0  0.769051  11.238  10.400  0.334699  1.013846  -0.025482  surface
94  81.67  1  0.749188  11.696  10.182  0.620732  1.018830  -0.015727  surface
95  80.88  1  0.725225  12.661  12.008  0.683888  1.132171  -0.022646  surface
96  -13.11  0  0.791127  13.553  9.311  -0.269321  0.932914  -0.023781  surface
97  72.88  1  0.700204  8.035  14.065  0.474120  1.330253  -0.016721  surface
98  67.39  1  0.751206  7.868  11.228  0.133965  1.121498  -0.000782  surface
99  81.35  1  0.710241  7.141  12.951  0.596126  1.217701  -0.011599  surface
100  86.36  1  0.763632  7.319  12.001  0.188919  1.177757  -0.019075  surface
101  73.12  1  0.747232  7.279  12.205  0.110015  1.239743  -0.014230  surface
102  80.36  1  0.665096  7.440  14.168  0.469745  1.343536  -0.014892  surface
103  92.06  1  0.642587  9.208  12.545  0.789381  1.232820  -0.020321  surface
104  51.21  1  0.604187  10.064  13.547  0.877176  1.315925  -0.022503  surface
105  -125.35  3  0.751770  11.692  8.476  -0.844985  1.031181  0.003589  S3_pocket
106  -92.67  3  0.846441  12.158  6.806  -0.980446  0.882837  -0.007181  S3_pocket
107  -86.82  2  0.850201  12.069  7.885  -0.935994  0.944530  -0.010787  S3_pocket
108  -112.86  3  0.794498  10.402  8.756  -0.962348  1.057136  -0.012588  S3_pocket
109  -76.16  2  0.855061  12.256  6.970  -0.982811  0.827509  -0.040360  S3_pocket
110  -124.48  3  0.870218  12.559  6.401  -0.764122  0.840648  -0.014904  S3_pocket
111  -131.13  3  0.726353  12.141  8.990  -0.919482  1.303256  -0.016899  S3_pocket
112  -92.01  3  0.893416  12.439  6.035  -0.957222  0.792455  0.002145  S3_pocket
113  -105.22  3  0.871581  13.026  6.392  -0.894638  0.869216  0.004554  S3_pocket
114  -112.87  3  0.834461  11.920  8.270  -0.977374  0.976263  -0.005607  S3_pocket
115  -78.33  2  0.860429  11.378  6.365  -0.997016  0.867061  -0.004110  S3_pocket
116  -84.71  2  0.866125  11.587  6.250  -0.998391  0.888982  -0.015578  S3_pocket
117  -93.98  3  0.838684  12.090  6.009  -0.973322  0.898796  0.004783  S3_pocket
118  -125.73  3  0.873746  12.714  5.931  -0.715713  0.947653  -0.015168  S3_pocket
119  -112.68  3  0.872315  12.419  6.526  -0.740812  0.990570  0.002710  S3_pocket
120  -155.97  3  0.842930  12.415  6.693  -0.237411  0.928990  0.003818  S3_pocket
121  -129.88  3  0.939841  12.810  4.964  -0.193995  0.822935  -0.004097  S3_pocket
122  -129.93  3  0.899041  11.821  5.897  -0.430394  0.876844  0.001722  S3_pocket
123  95.62  1  0.893216  11.289  6.959  -0.759524  0.810960  0.002524  S3_pocket
124  112.06  1  0.855936  9.348  5.269  -0.988172  0.877285  -0.003590  S3_pocket
125  155.96  0  0.902621  9.780  5.420  -0.819910  0.679704  -0.006920  S3_pocket
126  119.22  1  0.842621  9.729  5.395  -0.902234  0.859349  -0.009068  S3_pocket
127  125.31  1  0.923316  9.445  4.659  -0.949056  0.812897  -0.009075  S3_pocket
128  89.95  1  0.864045  10.455  5.726  -0.734954  0.809889  0.001799  S3_pocket
129  117.82  1  0.884085  10.610  6.204  -0.816335  0.765227  -0.003119  S3_pocket
130  124.57  1  0.959162  11.081  5.431  -0.794114  0.617022  0.001662  S3_pocket
131  115.93  1  0.898904  10.863  7.015  -0.850943  0.753272  0.001237  S3_pocket
132  130.04  1  0.903539  10.116  5.487  -0.822184  0.718328  0.000238  S3_pocket
133  -127.88  3  0.745288  12.668  8.005  -0.417254  1.120172  -0.001353  S3_pocket
134  -108.39  3  0.887356  12.417  6.000  -0.950576  0.863286  -0.000929  S3_pocket
135  -130.73  3  0.889164  12.558  5.949  -0.599414  0.856946  -0.010495  S3_pocket
136  -143.64  3  0.850043  12.163  6.546  -0.656364  0.932705  -0.008427  S3_pocket
137  -98.82  3  0.858177  12.340  6.626  -0.812550  0.967005  -0.008590  S3_pocket
138  -109.02  3  0.932081  12.715  4.972  -0.566657  0.748785  -0.004669  S3_pocket
139  -92.87  3  0.824896  12.249  6.309  -0.917667  0.938158  -0.027169  S3_pocket
140  -120.97  3  0.781314  13.028  8.136  -0.433214  1.169934  -0.003214  S3_pocket
141  -110.06  3  0.856120  11.427  6.815  -0.933374  0.938905  -0.010108  S3_pocket
142  -119.44  3  0.835063  11.818  6.317  -0.697764  0.906834  0.007536  S3_pocket
143  -104.83  3  0.923404  13.005  5.556  -0.589863  0.843346  -0.014946  S3_pocket
144  -92.57  3  0.896673  12.877  6.163  -0.719062  0.876987  -0.004057  S3_pocket
145  -101.07  3  0.876039  12.161  6.752  -0.807988  0.914146  -0.009415  S3_pocket
146  -108.95  3  0.903826  12.258  6.459  -0.683603  0.916103  -0.007466  S3_pocket
147  -130.09  3  0.904808  12.212  6.199  -0.704839  0.867353  -0.005317  S3_pocket
148  -117.99  3  0.840247  11.605  6.878  -0.814647  0.968652  -0.000299  S3_pocket
149  -104.87  3  0.898658  12.739  5.573  -0.785096  0.804865  -0.003992  S3_pocket
150  -125.80  3  0.890527  12.358  5.673  -0.697186  0.810116  -0.004242  S3_pocket
151  -141.84  3  0.875757  13.166  6.226  -0.593627  0.832806  0.003558  S3_pocket
152  -120.44  3  0.884797  12.731  6.135  -0.728095  0.917922  -0.000610  S3_pocket
153  -143.99  3  0.890914  12.807  5.701  -0.603767  0.870857  -0.000520  S3_pocket
154  -120.74  3  0.911749  12.540  6.081  -0.774318  0.861349  0.009898  S3_pocket
155  -120.86  3  0.914059  13.325  5.631  -0.639884  0.810203  0.004060  S3_pocket
156  -98.51  3  0.882848  12.401  6.353  -0.927432  0.905718  -0.025665  S3_pocket
157  -128.00  3  0.890281  12.896  5.827  -0.687205  0.821848  -0.001313  S3_pocket
158  -118.11  3  0.939808  13.581  5.168  -0.601341  0.795246  -0.002192  S3_pocket
159  -146.18  3  0.912968  12.885  5.370  -0.558972  0.740631  0.000847  S3_pocket
160  -123.08  3  0.928662  13.063  5.096  -0.628980  0.805226  0.003260  S3_pocket
161  -117.70  3  0.909538  12.463  5.904  -0.775787  0.843406  0.000410  S3_pocket
162  -120.46  3  0.921783  12.933  5.440  -0.589944  0.849023  0.000907  S3_pocket
163  -119.06  3  0.923087  13.065  5.369  -0.629814  0.816133  -0.002978  S3_pocket
164  -129.35  3  0.895016  12.284  5.540  -0.662105  0.838992  -0.001785  S3_pocket
165  -124.12  3  0.864872  12.773  6.281  -0.633019  0.954694  -0.003345  S3_pocket
166  -119.71  3  0.811124  12.369  7.261  -0.820163  1.072248  -0.006678  S3_pocket
167  -133.67  3  0.926821  12.121  5.244  -0.678646  0.860905  -0.008020  S3_pocket
168  -119.06  3  0.996427  12.777  5.115  -0.739252  0.742318  -0.008312  S3_pocket
169  -123.24  3  0.888390  11.190  6.113  -0.735882  0.845039  -0.006542  S3_pocket
170  -111.46  3  0.893319  12.091  5.920  -0.776606  0.928201  -0.020757  S3_pocket
171  -107.56  3  0.933430  13.258  5.168  -0.700317  0.792436  -0.007340  S3_pocket
172  -93.20  3  0.894622  12.931  5.203  -0.888642  0.853026  -0.010463  S3_pocket
173  -145.77  3  0.913144  11.410  5.660  -0.561905  0.841812  0.004509  S3_pocket
174  -117.05  3  0.941120  12.764  5.250  -0.658695  0.816765  0.003011  S3_pocket
175  -103.93  3  0.901986  12.923  5.644  -0.793039  0.895959  -0.001360  S3_pocket
176  -122.32  3  0.897528  12.732  4.989  -0.710748  0.861860  0.001728  S3_pocket
177  -142.95  3  0.971242  12.302  4.503  -0.567853  0.750996  -0.004928  S3_pocket
178  -125.66  3  0.914309  12.083  5.576  -0.771164  0.856312  -0.006979  S3_pocket
179  -122.75  3  0.943242  12.526  5.304  -0.632026  0.769529  0.009819  S3_pocket
180  -104.69  3  0.894324  13.095  6.000  -0.861636  0.915222  0.002622  S3_pocket
181  -96.64  3  0.907672  12.378  5.874  -0.816573  0.871557  -0.001703  S3_pocket
182  -110.08  3  0.869477  12.156  6.653  -0.791662  0.956495  -0.011324  S3_pocket
183  -129.50  3  0.836527  12.567  6.246  -0.672596  0.976796  -0.002648  S3_pocket
184  -114.52  3  0.922571  12.392  5.738  -0.641880  0.836909  -0.004002  S3_pocket
185  -125.89  3  0.882385  11.791  6.293  -0.827656  0.901213  -0.003027  S3_pocket
186  -103.04  3  0.837355  12.765  6.778  -0.742994  1.002851  -0.010053  S3_pocket
187  -127.81  3  0.883226  12.516  5.738  -0.740158  0.892008  0.005597  S3_pocket
188  -112.53  3  0.899978  12.954  5.578  -0.519403  0.828070  -0.003072  S3_pocket
189  -133.15  3  0.933769  12.620  5.137  -0.548958  0.799429  -0.000058  S3_pocket
190  -123.60  3  0.909861  13.060  5.554  -0.523543  0.818644  -0.000709  S3_pocket
191  -112.67  3  0.918063  13.235  5.418  -0.726364  0.831860  -0.016857  S3_pocket
192  -102.13  3  0.924221  12.623  4.953  -0.678004  0.724465  -0.011506  S3_pocket
193  -106.76  3  0.898771  12.780  5.342  -0.343247  0.842013  0.002784  S3_pocket
194  -132.23  3  0.928718  13.200  5.561  -0.543047  0.766775  0.004604  S3_pocket
195  -130.41  3  0.924427  13.030  4.847  -0.563199  0.750460  0.000492  S3_pocket
196  -118.73  3  0.873494  13.167  5.786  -0.712613  0.875907  -0.001643  S3_pocket
197  -120.07  3  0.915946  13.152  5.204  -0.648942  0.814844  -0.007575  S3_pocket
198  -128.57  3  0.946524  12.820  5.250  -0.546779  0.727548  -0.003943  S3_pocket
199  -108.97  3  0.934103  12.942  5.593  -0.758195  0.812935  -0.008803  S3_pocket
200  -106.62  3  0.969151  12.733  5.090  -0.646411  0.720534  -0.004756  S3_pocket
201  -114.67  3  0.870682  12.277  6.240  -0.832910  0.924015  -0.007234  S3_pocket
202  -141.07  3  0.930431  12.967  5.460  -0.425218  0.764787  0.005995  S3_pocket
203  -117.64  3  0.959218  12.377  5.330  -0.821933  0.776188  -0.010787  S3_pocket
204  -115.17  3  0.856144  11.167  6.439  -0.888304  0.927023  -0.017974  S3_pocket
205  -128.31  3  0.861412  12.706  7.187  -0.764734  1.003368  0.003703  S3_pocket
206  -126.56  3  0.879633  12.680  5.860  -0.634699  0.898024  -0.001052  S3_pocket
207  -122.59  3  0.811038  12.771  7.422  -0.901550  1.098051  -0.002777  S3_pocket
208  -100.19  3  0.899678  13.158  5.698  -0.791623  0.860032  -0.013421  S3_pocket
209  -137.18  3  0.921995  12.092  5.402  -0.773304  0.856276  0.001818  S3_pocket
210  -147.63  3  0.938888  13.340  4.582  -0.266659  0.706548  -0.002888  S3_pocket
211  -131.02  3  0.939331  12.051  5.407  -0.540917  0.798451  -0.004280  S3_pocket
212  -144.15  3  0.832611  12.347  7.455  -0.729060  1.076108  -0.001494  S3_pocket
213  -131.03  3  0.935457  12.694  4.750  -0.750066  0.714194  -0.000215  S3_pocket
214  -113.65  3  0.912138  12.895  5.655  -0.744656  0.816325  0.006226  S3_pocket
215  -135.69  3  0.916256  13.472  5.790  -0.702969  0.869875  -0.008847  S3_pocket
216  -111.21  3  0.861875  13.059  5.816  -0.698320  0.855341  0.001973  S3_pocket
217  -131.89  3  0.874882  13.019  6.589  -0.716100  0.883488  -0.007983  S3_pocket
218  -115.50  3  0.889784  12.718  6.229  -0.735469  0.866474  -0.015486  S3_pocket
219  -122.39  3  0.901502  12.832  6.392  -0.767736  0.852899  -0.001474  S3_pocket
220  -143.61  3  0.933656  13.905  5.096  -0.581574  0.751093  0.000393  S3_pocket
221  -116.60  3  0.886861  13.285  5.967  -0.778141  0.864832  -0.001919  S3_pocket
222  -102.85  3  0.929405  13.121  5.669  -0.756593  0.808526  0.000370  S3_pocket
223  -126.67  3  0.916177  12.746  5.329  -0.695164  0.865189  -0.006190  S3_pocket
224  -150.56  3  0.882630  12.415  5.312  -0.469978  0.836932  -0.002062  S3_pocket
225  -103.23  3  0.891172  12.803  5.490  -0.588734  0.821376  -0.003089  S3_pocket
226  -119.24  3  0.880274  13.503  6.018  -0.686014  0.931840  -0.001251  S3_pocket
227  -141.48  3  0.902698  12.460  4.888  -0.413313  0.802820  -0.002486  S3_pocket
228  -116.65  3  0.876503  12.425  5.559  -0.662103  0.913718  -0.004355  S3_pocket
229  -110.45  3  0.858518  12.124  5.948  -0.735253  0.955597  -0.011202  S3_pocket
230  -115.33  3  0.950358  12.733  5.094  -0.528342  0.828537  -0.025132  S3_pocket
231  -117.65  3  0.957934  12.081  5.158  -0.501852  0.828634  -0.007075  S3_pocket
232  -140.23  3  0.902955  12.605  5.209  -0.591039  0.910770  -0.004104  S3_pocket
233  -119.02  3  0.881845  12.761  5.278  -0.455226  0.812041  -0.009216  S3_pocket
234  -118.66  3  0.876440  12.662  5.757  -0.694418  0.952350  -0.007680  S3_pocket
235  -135.98  3  0.930661  12.840  5.623  -0.408928  0.891271  -0.014491  S3_pocket
236  -93.81  3  0.866845  12.697  6.127  -0.618713  0.958148  -0.023367  S3_pocket
237  -128.87  3  0.837609  12.573  6.961  -0.540440  1.028126  -0.004354  S3_pocket
238  -140.69  3  0.915744  12.230  5.488  -0.508342  0.860292  -0.004524  S3_pocket
239  -147.25  3  0.868162  12.756  7.257  -0.555821  1.083039  -0.013369  S3_pocket
240  -113.71  3  0.945569  13.128  4.983  -0.244748  0.767140  -0.011021  S3_pocket
241  -107.08  3  0.995120  12.407  4.956  -0.290325  0.632186  -0.019746  S3_pocket
242  -93.47  3  0.965313  11.603  5.157  -0.431698  0.622331  -0.031565  S3_pocket
243  -122.40  3  0.857928  11.768  5.976  -0.858684  0.870231  0.002660  S3_pocket
244  -96.22  3  0.849454  11.614  6.234  -0.837151  0.950542  -0.011243  S3_pocket
245  -69.37  2  0.858611  11.796  6.331  -0.692615  0.941582  -0.015276  S3_pocket
246  -78.01  2  0.839749  12.079  6.106  -0.735414  0.964402  -0.003307  S3_pocket
247  -57.25  2  0.853286  9.700  6.971  0.048552  0.913585  -0.013976  surface
248  -56.94  2  0.847196  12.627  5.011  -0.635825  0.907965  -0.017938  S3_pocket
249  -115.70  3  0.889774  12.698  5.979  -0.728424  0.895634  -0.012238  S3_pocket
250  -121.77  3  0.898655  11.967  5.212  -0.631017  0.837277  -0.002197  S3_pocket
251  -128.81  3  0.873017  12.267  5.383  -0.654820  0.825417  0.004069  S3_pocket
252  -114.20  3  0.908671  13.282  5.375  -0.586330  0.909578  -0.010274  S3_pocket
253  -120.95  3  0.890579  13.039  5.279  -0.627589  0.844577  -0.002767  S3_pocket
254  -110.09  3  0.964588  13.285  4.723  -0.625924  0.829437  -0.021104  S3_pocket
255  -118.20  3  0.939966  12.979  4.778  -0.468457  0.814030  -0.011063  S3_pocket
256  -109.69  3  0.904750  12.855  5.170  -0.590857  0.834662  -0.009787  S3_pocket
257  -145.51  3  0.945568  12.766  5.070  -0.598581  0.816217  -0.002183  S3_pocket
258  -147.20  3  0.931375  13.598  5.234  -0.373440  0.847851  0.001589  S3_pocket
259  -122.00  3  0.872842  12.421  5.872  -0.500303  0.882477  -0.005582  S3_pocket
260  -128.17  3  0.895244  13.352  5.498  -0.737426  0.877269  -0.007560  S3_pocket
261  -137.95  3  0.905768  13.450  5.415  -0.570424  0.932492  -0.003404  S3_pocket
262  -123.62  3  0.899819  12.332  5.352  -0.807391  0.883351  -0.003235  S3_pocket
263  -136.85  3  0.918357  12.643  5.100  -0.384229  0.819233  0.003639  S3_pocket
264  -147.21  3  0.913475  12.867  5.228  -0.468567  0.833614  0.009966  S3_pocket
265  -126.94  3  0.928316  12.859  5.281  -0.659780  0.853056  0.002952  S3_pocket
266  -134.41  3  0.988092  13.492  5.147  -0.319254  0.679164  -0.018392  S3_pocket
267  -106.59  3  0.987312  12.993  4.567  -0.563451  0.708332  -0.019887  S3_pocket
268  -97.56  3  0.965001  13.146  4.232  -0.415475  0.637730  -0.004751  S3_pocket
269  -142.24  3  0.961640  12.661  4.460  -0.315455  0.711477  -0.010671  S3_pocket
270  -141.68  3  0.966396  12.830  4.888  -0.130847  0.677787  -0.011438  S3_pocket
271  -83.29  2  0.824270  11.947  6.168  -0.842330  0.938356  0.002124  S3_pocket
272  -104.55  3  0.826460  12.295  6.413  -0.908549  0.993003  -0.004923  S3_pocket
273  -95.91  3  0.849195  12.112  6.318  -0.967948  0.933625  -0.002447  S3_pocket
274  -72.46  2  0.845992  12.387  6.275  -0.704955  0.907921  -0.000492  S3_pocket
275  -93.99  3  0.846946  13.050  6.519  -0.884045  0.957468  -0.005896  S3_pocket
276  -137.27  3  0.862160  12.492  6.501  -0.516427  0.963646  0.003161  S3_pocket
277  -145.36  3  0.843058  12.811  6.353  -0.697898  0.961523  -0.000942  S3_pocket
278  -87.35  2  0.839673  12.864  5.782  -0.870847  0.911311  -0.025123  S3_pocket
279  -131.23  3  0.867556  12.168  5.894  -0.552349  0.878783  0.005421  S3_pocket
280  -126.54  3  0.921253  12.632  4.696  -0.562496  0.723096  -0.008273  S3_pocket
281  -130.27  3  0.888561  13.297  5.778  -0.802030  0.822120  0.000975  S3_pocket
282  -128.62  3  0.917964  12.627  4.923  -0.683388  0.799896  -0.005670  S3_pocket
283  -110.44  3  0.892881  12.552  5.620  -0.600847  0.828623  0.004998  S3_pocket
284  -104.55  3  0.910546  12.149  5.021  -0.593513  0.780739  -0.018106  S3_pocket
285  -123.63  3  0.909816  12.830  4.861  -0.438067  0.774070  -0.008622  S3_pocket
286  -110.23  3  0.865725  12.851  5.731  -0.581421  0.934796  -0.002866  S3_pocket
287  -133.08  3  0.900024  11.985  5.233  -0.551920  0.834626  -0.005797  S3_pocket
288  -106.06  3  0.855597  12.408  6.317  -0.699962  0.924446  -0.007766  S3_pocket
289  -133.51  3  0.905626  13.376  5.401  -0.525777  0.789402  -0.000995  S3_pocket
290  -112.31  3  0.887182  12.905  5.482  -0.509319  0.862076  -0.007942  S3_pocket
291  -147.74  3  0.911635  12.730  5.756  -0.592372  0.760250  -0.001267  S3_pocket
292  -132.42  3  0.914153  13.045  5.151  -0.562085  0.800268  -0.000091  S3_pocket
293  -149.25  3  0.906636  12.460  5.609  -0.728051  0.847904  -0.007993  S3_pocket
294  -122.36  3  0.899347  12.591  5.456  -0.693247  0.802729  -0.015694  S3_pocket
295  -118.35  3  0.937433  13.206  5.000  -0.572418  0.749379  -0.000141  S3_pocket
296  -111.98  3  0.922192  12.921  5.302  -0.639450  0.811650  0.004436  S3_pocket
297  -107.47  3  0.895029  12.657  5.631  -0.631306  0.840657  -0.017529  S3_pocket
298  -95.94  3  0.863105  12.721  5.128  -0.741808  0.884991  -0.013950  S3_pocket
299  -108.44  3  0.843928  12.816  6.532  -0.917166  0.917216  -0.013979  S3_pocket
300  -152.51  3  0.855314  12.712  6.182  -0.600836  0.896824  0.000662  S3_pocket
301  -99.56  3  0.864523  12.478  5.932  -0.710478  0.906423  -0.006452  S3_pocket
302  -118.52  3  0.925579  12.968  5.297  -0.567710  0.808375  -0.003460  S3_pocket
303  -116.42  3  0.924499  13.273  4.988  -0.552416  0.789786  -0.009911  S3_pocket
304  -115.91  3  0.883197  13.572  5.390  -0.594900  0.867279  0.007013  S3_pocket
305  -118.95  3  0.944224  13.513  5.010  -0.731694  0.800296  -0.002111  S3_pocket
306  -106.60  3  0.918019  13.112  5.238  -0.863889  0.862419  -0.004982  S3_pocket
307  -92.60  3  0.883349  13.261  5.664  -0.880389  0.898240  -0.020953  S3_pocket
308  -91.20  3  0.893798  13.480  5.734  -0.823923  0.830218  -0.016906  S3_pocket
309  -102.68  3  0.885800  12.924  5.414  -0.691878  0.889090  -0.010694  S3_pocket
310  -130.83  3  0.898003  13.367  5.549  -0.741247  0.779639  0.001255  S3_pocket
311  -86.52  2  0.906451  13.059  5.818  -0.848389  0.839874  -0.000985  S3_pocket
312  -127.65  3  0.902922  12.672  5.917  -0.695990  0.776319  0.016683  S3_pocket
313  -117.12  3  0.918142  13.227  5.410  -0.664196  0.742199  0.003901  S3_pocket
314  -136.48  3  0.898184  13.323  5.977  -0.656025  0.813701  0.007929  S3_pocket
