# GMM n=4 pocket classification, T=45C
# Classes: S1_pocket, S3_pocket, surface, extended
# frame  chi2  chi2_state  wcn  d_S1  d_S3  M  dist_nm  Q_p  class
68  -113.59  3  0.989391  11.886  6.554  -0.309066  0.638890  -0.036342  S3_pocket
69  -95.57  3  0.998917  12.553  6.640  -0.381878  0.648332  -0.038403  S3_pocket
70  -98.03  3  0.971828  12.069  6.324  -0.346184  0.687535  -0.033405  S3_pocket
71  -104.10  3  0.922788  12.666  7.239  -0.172564  0.677870  -0.051192  S3_pocket
72  -101.80  3  0.960866  13.092  7.925  -0.271966  0.674509  -0.010865  S3_pocket
73  -95.75  3  0.945363  13.417  7.425  -0.179244  0.699915  -0.038535  S3_pocket
74  -119.81  3  0.957900  13.257  7.520  0.074540  0.613807  -0.014869  S3_pocket
75  -112.98  3  0.899073  13.363  7.247  -0.262984  0.727277  -0.045015  S3_pocket
76  -100.64  3  0.893506  12.917  8.062  -0.622721  0.797121  -0.009945  S3_pocket
77  -108.63  3  0.884290  12.664  7.302  -0.519475  0.748004  -0.037380  S3_pocket
78  -105.86  3  0.933165  13.404  7.366  -0.339022  0.731649  -0.020913  S3_pocket
79  -126.45  3  0.922398  11.615  7.695  -0.618403  0.773298  -0.018708  S3_pocket
80  -86.62  2  0.937374  11.637  9.705  0.165800  0.798488  -0.014120  surface
81  -104.43  3  0.955548  11.871  7.534  -0.105202  0.678854  -0.037713  S3_pocket
82  -91.83  3  0.959671  12.042  6.994  -0.309921  0.728457  -0.040569  S3_pocket
83  -79.73  2  1.033507  11.990  5.602  -0.200838  0.619923  -0.029783  S3_pocket
84  -97.55  3  0.965449  12.606  7.284  -0.237643  0.701104  -0.025181  S3_pocket
85  -87.06  2  0.987642  12.881  6.803  -0.182539  0.695948  -0.030558  S3_pocket
86  -134.89  3  0.963053  11.587  8.494  -0.219059  0.750985  -0.002065  S3_pocket
87  -105.38  3  0.947534  12.050  8.343  -0.187694  0.767689  -0.018665  S3_pocket
88  -99.31  3  0.936993  10.829  7.732  -0.186463  0.773399  -0.045465  S3_pocket
89  -85.91  2  0.976866  11.677  7.243  -0.375163  0.726920  -0.022124  S3_pocket
90  -104.18  3  0.955975  11.741  7.894  -0.329910  0.769141  -0.016421  S3_pocket
91  -73.30  2  0.981079  11.960  7.536  -0.189457  0.714328  -0.009920  S3_pocket
92  -98.71  3  0.937651  11.834  7.716  -0.248362  0.762289  -0.020209  S3_pocket
93  -88.05  2  0.952086  12.269  7.867  -0.223429  0.757485  -0.016202  S3_pocket
94  -90.67  3  0.981881  12.359  7.085  0.030651  0.689374  -0.035035  S3_pocket
95  -98.01  3  0.958605  12.846  7.952  -0.001083  0.712238  -0.007356  S3_pocket
96  -98.85  3  0.915162  11.217  7.521  -0.587547  0.810770  -0.023838  S3_pocket
97  -97.08  3  0.885587  11.335  8.102  -0.702117  0.865577  -0.022964  S3_pocket
98  -104.69  3  0.853864  11.217  8.547  -0.931118  0.979817  -0.009763  S3_pocket
99  -107.83  3  0.883736  12.334  8.977  -0.702035  0.908664  -0.019936  S3_pocket
100  -119.95  3  0.841830  10.906  9.203  -0.782958  1.010853  -0.007474  S3_pocket
101  -109.72  3  0.878336  11.247  9.322  -0.793810  0.854963  -0.009449  S3_pocket
102  -117.30  3  0.921366  11.370  7.757  -0.783593  0.802801  -0.000782  S3_pocket
103  -130.25  3  0.959319  11.621  7.067  -0.749169  0.725084  -0.003803  S3_pocket
104  -96.79  3  0.924811  11.186  8.108  -0.815936  0.832789  0.001391  S3_pocket
105  -117.36  3  0.953793  11.485  7.241  -0.382157  0.729224  -0.012331  S3_pocket
106  -147.31  3  0.974922  11.425  7.465  -0.485736  0.747661  -0.003139  S3_pocket
107  -132.17  3  0.978321  11.595  7.997  -0.509796  0.778637  -0.008293  S3_pocket
108  -116.35  3  0.938714  11.492  7.590  -0.689719  0.778198  -0.008350  S3_pocket
109  -139.99  3  0.922777  11.101  8.365  -0.585193  0.861337  -0.009390  S3_pocket
110  -108.26  3  0.944116  11.189  8.996  -0.694583  0.861632  -0.016914  S3_pocket
111  -124.23  3  0.959853  11.226  8.517  -0.437726  0.723325  -0.011040  S3_pocket
112  -107.34  3  0.952502  11.736  9.409  -0.545825  0.857018  0.007355  S3_pocket
113  -94.09  3  0.980198  11.393  9.244  -0.716656  0.856261  -0.029431  S3_pocket
114  -112.93  3  0.927847  11.750  9.150  -0.806001  0.907973  -0.012775  S3_pocket
115  -148.72  3  0.937515  11.063  9.296  -0.455975  0.899714  -0.000633  S3_pocket
116  -128.55  3  0.954895  11.814  9.183  -0.593363  0.855603  -0.010326  S3_pocket
117  -114.80  3  0.896540  11.904  9.754  -0.721758  0.944561  -0.004309  S3_pocket
118  -111.77  3  0.942311  11.387  8.574  -0.584287  0.847889  0.009041  S3_pocket
119  -107.62  3  0.953425  11.252  9.159  -0.623647  0.834578  -0.018339  S3_pocket
120  -110.14  3  0.916740  10.928  8.414  -0.778134  0.871120  0.000522  S3_pocket
121  -105.30  3  0.865086  11.382  10.290  -0.741563  0.977196  -0.016373  S3_pocket
122  -100.48  3  0.923765  12.407  8.909  -0.698996  0.840558  -0.031948  S3_pocket
123  -126.14  3  0.899445  12.667  10.315  -0.657127  0.905554  -0.006333  S3_pocket
124  -95.97  3  0.924604  12.896  8.628  -0.643850  0.841964  -0.011416  S3_pocket
125  -105.51  3  0.898246  12.100  8.482  -0.596613  0.885702  -0.011721  S3_pocket
126  -108.01  3  0.882961  12.426  8.389  -0.704982  0.902173  -0.011779  S3_pocket
127  -121.43  3  0.869778  13.244  8.165  -0.630581  0.885161  -0.014394  S3_pocket
128  -126.65  3  0.892589  12.573  9.212  -0.653616  0.927487  -0.026760  S3_pocket
129  -123.52  3  0.883399  13.750  9.407  -0.488080  0.894321  -0.003915  S3_pocket
130  -108.23  3  0.876153  11.983  10.018  -0.756678  0.941764  -0.007484  S3_pocket
131  -118.50  3  0.906104  13.493  9.794  -0.653817  0.938065  -0.005574  S3_pocket
132  -119.18  3  0.886813  12.556  8.285  -0.599416  0.825028  -0.013393  S3_pocket
133  -100.39  3  0.865715  13.250  7.824  -0.851181  0.891864  -0.012023  S3_pocket
134  -115.86  3  0.926286  13.139  8.248  -0.550654  0.792150  -0.003007  S3_pocket
135  -104.85  3  0.775195  8.469  11.246  -0.925956  1.177138  -0.024448  S1_pocket
136  -104.42  3  0.831168  8.647  10.562  -0.952957  1.104177  -0.000769  S1_pocket
137  -126.57  3  0.810214  8.570  10.704  -0.923536  1.124031  -0.011312  S1_pocket
138  -118.46  3  0.860220  8.495  11.466  -0.937157  1.170682  -0.008511  S1_pocket
139  -110.38  3  0.914171  8.695  9.970  -0.806380  1.031745  -0.010811  S1_pocket
140  -117.36  3  0.849380  8.556  10.412  -0.850140  1.093366  0.004015  S1_pocket
141  -120.42  3  0.872740  8.404  10.108  -0.820917  1.041710  0.005034  S1_pocket
142  -115.75  3  0.876630  8.602  10.281  -0.813042  1.059068  -0.029391  S1_pocket
143  -127.56  3  0.856590  7.929  11.557  -0.778993  1.102817  -0.009121  S1_pocket
144  -115.66  3  0.864997  8.935  10.488  -0.684280  0.979119  0.000299  S3_pocket
145  -100.60  3  0.864778  8.533  10.151  -0.917561  1.072062  -0.043597  S1_pocket
146  -116.75  3  0.895946  8.824  10.743  -0.839251  1.059366  -0.011242  S1_pocket
147  -118.49  3  0.850520  8.632  9.563  -0.862467  1.107213  0.002146  S1_pocket
148  -115.29  3  0.853964  8.810  11.479  -0.775077  1.112349  -0.012586  S1_pocket
149  -136.63  3  0.817791  9.079  10.444  -0.846152  1.124953  0.003312  S1_pocket
150  -137.97  3  0.877752  8.228  10.443  -0.736146  1.081449  0.003038  S1_pocket
151  -130.72  3  0.890801  10.904  9.369  -0.751083  0.958592  -0.005231  S3_pocket
152  -126.76  3  0.853274  10.248  9.649  -0.882285  1.080556  -0.007710  S3_pocket
153  -133.35  3  0.843928  8.498  10.649  -0.909273  1.159516  -0.005591  S1_pocket
154  -133.79  3  0.851743  9.230  10.496  -0.786339  1.114891  -0.001865  S1_pocket
155  -117.81  3  0.857959  8.897  10.355  -0.795893  1.119879  -0.016020  S1_pocket
156  -123.73  3  0.828538  9.480  10.265  -0.910819  1.150533  -0.007340  S3_pocket
157  -121.17  3  0.863066  9.207  10.391  -0.886230  1.100951  -0.005634  S1_pocket
158  -115.39  3  0.841680  8.886  10.598  -0.923351  1.141764  -0.005600  S1_pocket
159  -122.56  3  0.913529  8.829  9.344  -0.818183  1.029147  -0.031967  S1_pocket
160  -112.66  3  0.882795  9.113  10.016  -0.822721  1.072504  -0.020586  S1_pocket
161  -135.08  3  0.899201  9.085  10.599  -0.704483  1.079745  -0.009430  S1_pocket
162  -104.67  3  0.859201  8.228  11.133  -0.886534  1.194253  -0.015776  S1_pocket
163  -138.13  3  0.891743  9.421  10.656  -0.750015  1.097615  0.003582  S1_pocket
164  -106.98  3  0.882879  8.497  10.618  -0.817368  1.101945  -0.006487  S1_pocket
165  -111.73  3  0.928305  8.665  10.191  -0.901825  1.090870  -0.009416  S1_pocket
166  -100.25  3  0.830509  7.867  11.308  -0.862846  1.218324  -0.032472  S1_pocket
167  -100.98  3  0.849959  8.888  10.009  -0.959635  1.113337  0.003189  S1_pocket
168  -118.11  3  0.921910  9.075  9.717  -0.795633  1.039780  -0.004186  S1_pocket
169  -136.39  3  0.864689  8.836  10.719  -0.899130  1.152720  -0.004131  S1_pocket
170  -92.06  3  0.853052  8.651  10.632  -0.964242  1.169051  -0.002905  S1_pocket
171  -121.72  3  0.864457  7.637  11.737  -0.898168  1.233574  -0.005506  S1_pocket
172  -112.51  3  0.902534  9.785  10.059  -0.770241  1.073196  -0.009739  S1_pocket
173  -114.66  3  0.848282  8.789  10.841  -0.964687  1.202793  -0.005277  S1_pocket
174  -109.97  3  0.902821  8.778  10.436  -0.864520  1.087905  -0.009982  S1_pocket
175  -114.82  3  0.856802  8.798  10.304  -0.927228  1.131618  -0.005378  S1_pocket
176  -128.83  3  0.840827  8.800  10.930  -0.729854  1.162235  0.006947  S1_pocket
177  -135.04  3  0.857966  9.063  10.886  -0.787034  1.178476  0.005098  S1_pocket
178  -133.60  3  0.857932  8.277  10.679  -0.811752  1.151801  -0.006664  S1_pocket
179  -112.64  3  0.887399  8.939  10.349  -0.886597  1.082591  -0.008540  S1_pocket
180  -121.71  3  0.894486  8.257  10.120  -0.861965  1.072028  -0.019467  S1_pocket
181  -110.14  3  0.935667  9.039  9.940  -0.770377  1.002840  -0.003414  S1_pocket
182  -111.45  3  0.878657  8.861  10.188  -0.861231  1.094118  -0.008901  S1_pocket
183  -130.36  3  0.812541  8.503  10.807  -0.858475  1.157363  -0.009476  S1_pocket
184  -118.12  3  0.845928  8.682  10.927  -0.920124  1.117503  -0.007526  S1_pocket
185  -105.07  3  0.897846  8.935  10.025  -0.841753  1.077346  -0.028650  S1_pocket
186  -109.36  3  0.878674  8.480  10.230  -0.867225  1.118181  -0.025910  S1_pocket
187  -126.34  3  0.869412  8.883  10.691  -0.873595  1.099311  -0.027381  S1_pocket
188  -114.49  3  0.854322  9.127  10.805  -0.853597  1.131247  -0.014499  S1_pocket
189  -112.10  3  0.866277  8.759  10.648  -0.775660  1.143164  -0.020483  S1_pocket
190  -115.57  3  0.881196  8.524  10.915  -0.795621  1.136832  -0.022335  S1_pocket
191  -118.70  3  0.909624  8.440  10.167  -0.729130  1.041205  -0.020963  S1_pocket
192  -126.39  3  0.924956  8.484  10.030  -0.738850  1.053585  -0.026140  S1_pocket
193  -131.85  3  0.875929  8.774  10.547  -0.777795  1.155844  -0.019875  S1_pocket
194  -126.61  3  0.884412  8.744  10.789  -0.807705  1.142655  -0.020261  S1_pocket
195  -115.85  3  0.914889  8.587  10.438  -0.835870  1.088917  -0.006332  S1_pocket
196  -114.05  3  0.913636  8.365  9.863  -0.815520  1.053421  -0.024125  S1_pocket
197  -115.30  3  0.868739  8.831  9.809  -0.802576  1.103926  -0.022992  S1_pocket
198  -119.16  3  0.878683  8.526  10.441  -0.803276  1.086379  -0.021299  S1_pocket
199  -118.71  3  0.920660  8.648  9.555  -0.653137  1.010454  -0.027393  S1_pocket
200  -114.14  3  0.908369  8.443  9.585  -0.766994  1.024064  -0.019542  S1_pocket
201  -113.38  3  0.884449  8.449  11.372  -0.785072  1.130777  -0.018693  S1_pocket
202  -115.57  3  0.908456  8.807  10.400  -0.754343  1.056254  -0.027534  S1_pocket
203  -120.03  3  0.898094  9.526  10.231  -0.687348  1.041641  -0.000659  S1_pocket
204  -114.04  3  0.841012  8.472  10.440  -0.872505  1.189987  -0.024153  S1_pocket
205  -127.42  3  0.840730  8.329  11.470  -0.799933  1.173362  -0.013826  S1_pocket
206  -119.60  3  0.866447  8.519  10.844  -0.857387  1.130730  -0.036361  S1_pocket
207  -117.04  3  0.916151  8.563  9.724  -0.814479  1.055153  -0.022092  S1_pocket
208  -130.44  3  0.898594  8.943  10.320  -0.715646  1.084619  -0.002868  S1_pocket
209  -110.13  3  0.857791  8.014  10.532  -0.879558  1.158094  -0.017549  S1_pocket
210  -126.20  3  0.866109  8.930  10.418  -0.841727  1.138585  -0.010295  S1_pocket
211  -114.59  3  0.891334  8.755  11.748  -0.728509  1.158383  -0.021149  S1_pocket
212  -133.50  3  0.844543  8.498  11.331  -0.798035  1.179296  -0.021130  S1_pocket
213  -107.77  3  0.895870  9.012  10.042  -0.876283  1.092310  -0.015620  S1_pocket
214  -134.78  3  0.857162  8.689  11.271  -0.816623  1.147135  -0.012099  S1_pocket
215  -140.29  3  0.924573  9.002  10.097  -0.751843  1.043965  -0.006770  S1_pocket
216  -128.25  3  0.858773  8.718  10.741  -0.832612  1.154550  -0.007614  S1_pocket
217  -128.84  3  0.872141  8.834  10.161  -0.761535  1.120278  0.007324  S1_pocket
218  -122.65  3  0.846239  8.335  10.756  -0.866175  1.178746  -0.010107  S1_pocket
219  -125.79  3  0.888211  8.443  10.196  -0.798580  1.090498  -0.021594  S1_pocket
220  -103.12  3  0.898090  8.452  10.697  -0.802298  1.086746  -0.021206  S1_pocket
221  -125.75  3  0.881190  8.268  11.064  -0.731117  1.100558  -0.007162  S1_pocket
222  -104.11  3  0.889377  8.199  10.296  -0.804741  1.071779  -0.014351  S1_pocket
223  -121.38  3  0.862432  8.289  11.595  -0.837736  1.147615  -0.025590  S1_pocket
224  -96.15  3  0.868210  8.242  10.966  -0.876392  1.139806  -0.034802  S1_pocket
225  -110.90  3  0.878641  8.638  11.053  -0.815536  1.111057  -0.025837  S1_pocket
226  -138.66  3  0.886530  8.785  10.118  -0.720872  1.063952  -0.006243  S1_pocket
227  -110.31  3  0.900350  8.604  10.224  -0.744416  1.053593  -0.032315  S1_pocket
228  -109.35  3  0.878714  8.453  10.157  -0.770742  1.043650  -0.027520  S1_pocket
229  -100.24  3  0.885336  8.584  10.521  -0.814902  1.106610  -0.025951  S1_pocket
230  -118.81  3  0.903232  8.709  9.871  -0.797078  1.078488  -0.012108  S1_pocket
231  -122.26  3  0.889441  8.899  10.038  -0.613262  1.001928  -0.023605  S1_pocket
232  -112.42  3  0.903550  11.254  9.588  -0.747462  0.981422  -0.023670  S3_pocket
233  -111.65  3  0.908452  9.014  9.810  -0.787650  1.032162  -0.029541  S1_pocket
234  -98.71  3  0.859204  8.727  10.692  -0.876261  1.125414  -0.020312  S1_pocket
235  -125.23  3  0.875195  8.463  10.869  -0.733056  1.090495  -0.015234  S1_pocket
236  -135.22  3  0.892833  8.354  10.233  -0.787013  1.018088  -0.021039  S1_pocket
237  -115.82  3  0.868383  9.413  10.584  -0.841691  1.097656  -0.003737  S1_pocket
238  -105.62  3  0.885721  10.574  10.124  -0.780881  1.029329  -0.022971  S3_pocket
239  -122.94  3  0.877314  9.217  10.160  -0.763194  1.025066  -0.011530  S1_pocket
240  -119.96  3  0.858868  8.569  11.613  -0.855093  1.125159  0.000693  S1_pocket
241  -116.05  3  0.874117  9.063  10.833  -0.771606  1.054403  0.004841  S1_pocket
242  -126.48  3  0.875052  8.262  10.135  -0.884905  1.099696  -0.010390  S1_pocket
243  -134.54  3  0.946503  9.241  8.914  -0.689806  0.939988  -0.008783  S1_pocket
244  -110.18  3  0.889411  8.672  10.023  -0.870865  1.038897  -0.002856  S1_pocket
245  -102.42  3  0.857386  8.845  10.825  -0.757763  1.111342  -0.019885  S1_pocket
246  -114.97  3  0.876756  8.715  10.629  -0.797156  1.165018  -0.000142  S1_pocket
247  -109.41  3  0.843635  8.002  11.072  -0.754212  1.169767  -0.015557  S1_pocket
248  -111.77  3  0.868334  8.331  11.541  -0.788839  1.091459  0.000180  S1_pocket
249  -105.71  3  0.852750  10.805  9.602  -0.742411  1.028026  -0.018895  S3_pocket
250  -126.24  3  0.880451  8.779  10.700  -0.726756  1.102935  0.000696  S1_pocket
251  -90.47  3  0.908359  8.812  10.449  -0.800811  1.037789  -0.008327  S1_pocket
252  -119.01  3  0.868376  8.013  10.997  -0.861659  1.137062  -0.003957  S1_pocket
253  -112.84  3  0.900032  8.868  10.492  -0.829487  1.141347  -0.020861  S1_pocket
254  -114.55  3  0.893262  8.882  9.449  -0.850000  1.078757  -0.013160  S1_pocket
255  -130.01  3  0.866264  9.760  9.694  -0.933792  1.090102  0.002156  S3_pocket
256  -134.63  3  0.858584  12.145  9.758  -0.745596  1.028087  -0.003442  S3_pocket
257  -135.17  3  0.877477  11.424  9.679  -0.879574  1.045381  -0.003750  S3_pocket
258  -109.68  3  0.862988  11.371  9.512  -0.877629  1.065121  -0.001403  S3_pocket
259  -141.00  3  0.846478  11.723  9.745  -0.907136  1.071703  0.002410  S3_pocket
260  -104.41  3  0.905714  11.690  8.500  -0.937307  0.941912  -0.004896  S3_pocket
261  -78.88  2  0.799848  6.146  11.675  -0.179644  1.215761  0.004150  S1_pocket
262  -89.92  2  0.766853  6.021  13.310  -0.408596  1.311163  -0.007321  S1_pocket
263  -81.26  2  0.863191  8.207  10.789  -0.960405  1.128611  -0.010390  S1_pocket
264  -95.64  3  0.757225  6.285  12.516  -0.360773  1.293041  -0.019702  S1_pocket
265  -89.14  2  0.789354  6.643  12.237  -0.365156  1.243596  -0.012409  S1_pocket
266  -78.71  2  0.791802  6.406  11.992  -0.527528  1.247924  -0.013319  S1_pocket
267  -98.70  3  0.826603  7.143  11.837  -0.885521  1.203359  -0.010229  S1_pocket
268  -101.25  3  0.848860  7.480  10.528  -0.676136  1.136357  -0.007321  S1_pocket
269  -90.56  3  0.717358  7.170  13.316  -0.490247  1.388769  -0.010417  S1_pocket
270  -126.58  3  0.947719  11.524  7.352  -0.652718  0.837218  -0.015356  S3_pocket
271  -98.80  3  0.915492  12.144  5.913  -0.791408  0.824122  -0.030779  S3_pocket
272  -99.93  3  0.935105  12.312  5.227  -0.606085  0.720619  -0.013744  S3_pocket
273  -123.54  3  0.946609  12.629  6.388  -0.468809  0.688298  -0.012093  S3_pocket
274  -123.55  3  0.905405  12.394  5.070  -0.607284  0.733469  -0.012802  S3_pocket
275  -109.07  3  0.925785  12.437  6.337  -0.485940  0.724223  -0.012089  S3_pocket
276  -108.41  3  0.949467  12.133  5.500  -0.347561  0.677842  -0.021222  S3_pocket
277  -131.22  3  0.953518  12.331  6.120  -0.488058  0.703842  -0.012506  S3_pocket
278  -128.10  3  0.987438  11.889  5.122  -0.491151  0.633889  -0.021140  S3_pocket
279  -136.62  3  0.976076  12.346  5.867  -0.488491  0.686635  -0.017177  S3_pocket
280  -128.02  3  0.978525  12.212  5.609  -0.268109  0.683443  -0.015810  S3_pocket
281  -143.66  3  0.961006  12.388  5.357  -0.336749  0.608161  -0.001429  S3_pocket
282  -131.29  3  0.977232  12.054  5.552  -0.340874  0.636290  -0.014430  S3_pocket
283  -117.68  3  0.957327  12.065  5.430  -0.451272  0.644604  -0.022614  S3_pocket
284  -118.54  3  0.959763  12.955  4.634  -0.404787  0.639825  -0.024826  S3_pocket
285  -116.66  3  0.958614  12.237  5.225  -0.334374  0.634996  -0.019674  S3_pocket
286  -108.14  3  0.939437  11.881  6.458  -0.584966  0.737305  -0.007021  S3_pocket
287  -98.84  3  0.913190  12.331  5.480  -0.813382  0.781057  -0.033777  S3_pocket
288  -79.39  2  0.897868  11.961  5.522  -0.741206  0.813683  -0.013116  S3_pocket
289  -102.29  3  0.931628  11.715  6.526  -0.621684  0.796934  -0.023666  S3_pocket
290  -108.43  3  0.946013  11.790  6.345  -0.584345  0.787510  0.007068  S3_pocket
291  -117.29  3  0.910037  11.526  7.608  -0.714920  0.844845  -0.008019  S3_pocket
292  -113.65  3  0.952016  11.870  6.120  -0.526420  0.766599  -0.012309  S3_pocket
293  -117.40  3  0.932420  11.592  5.623  -0.551944  0.699212  -0.010086  S3_pocket
294  -105.46  3  0.976023  11.567  6.001  -0.490169  0.719660  -0.005490  S3_pocket
295  -120.24  3  0.926939  11.851  6.047  -0.702709  0.818251  0.005519  S3_pocket
296  -117.16  3  0.937381  12.274  6.121  -0.603121  0.798522  -0.023901  S3_pocket
297  -92.05  3  0.955632  12.324  5.764  -0.621858  0.706054  -0.010546  S3_pocket
298  -105.36  3  0.930001  11.412  6.693  -0.702989  0.886821  -0.011297  S3_pocket
299  -139.23  3  0.940585  11.361  6.643  -0.436392  0.775311  -0.001224  S3_pocket
300  -121.87  3  0.908422  11.629  5.837  -0.625286  0.821101  -0.002552  S3_pocket
