# GMM n=4 pocket classification, T=35C
# Classes: S1_pocket, S3_pocket, surface, extended
# frame  chi2  chi2_state  wcn  d_S1  d_S3  M  dist_nm  Q_p  class
40  -119.21  3  0.875496  11.522  9.558  -0.675669  1.054158  -0.012702  S3_pocket
41  -124.66  3  0.849867  11.907  9.101  -0.677885  1.026630  -0.002219  S3_pocket
42  -130.73  3  0.835895  12.170  9.383  -0.727438  1.021204  -0.018579  S3_pocket
43  -123.53  3  0.846753  11.752  9.423  -0.735333  1.028731  -0.014194  S3_pocket
44  -130.52  3  0.844620  11.563  11.462  -0.613851  1.105059  0.000461  S3_pocket
45  -107.79  3  0.841716  11.751  8.998  -0.755438  1.051857  -0.017237  S3_pocket
46  -134.21  3  0.853016  11.878  7.459  -0.604654  0.838136  -0.044840  S3_pocket
47  -102.74  3  0.876357  11.574  8.080  -0.735416  0.877742  -0.027945  S3_pocket
48  -100.70  3  0.838623  12.060  6.985  -0.632359  0.915078  -0.020205  S3_pocket
49  -118.31  3  0.862708  11.959  7.374  -0.675729  0.905504  -0.030180  S3_pocket
50  -134.99  3  0.837614  11.972  7.395  -0.573953  0.853053  -0.038988  S3_pocket
51  -108.26  3  0.897730  11.578  8.240  -0.616711  0.838604  -0.020624  S3_pocket
52  -100.59  3  0.872243  11.969  7.143  -0.675182  0.830229  -0.039505  S3_pocket
53  -146.27  3  0.910168  11.418  7.367  -0.535891  0.810221  -0.043213  S3_pocket
54  -105.87  3  0.897530  11.743  7.372  -0.737756  0.858226  -0.048722  S3_pocket
55  -132.80  3  0.887787  11.438  7.458  -0.655495  0.921902  -0.033934  S3_pocket
56  -108.25  3  0.849294  11.494  8.181  -0.909878  0.949968  -0.041775  S3_pocket
57  -148.66  3  0.937154  11.596  8.650  -0.608663  0.868777  -0.009167  S3_pocket
58  -128.76  3  0.928327  11.392  8.045  -0.597365  0.839208  -0.017577  S3_pocket
59  -112.70  3  0.888794  11.231  8.804  -0.694494  0.976895  0.002013  S3_pocket
60  -111.47  3  0.874273  11.033  9.281  -0.393471  0.949140  -0.003097  S3_pocket
61  -134.00  3  0.853543  10.621  9.050  -0.772434  1.028626  0.007609  S3_pocket
62  -102.41  3  0.901317  11.489  8.474  -0.693844  0.898106  -0.015751  S3_pocket
63  -122.80  3  0.904724  11.800  8.514  -0.793970  0.894194  0.005850  S3_pocket
64  -127.14  3  0.881590  11.482  9.228  -0.702754  0.910213  -0.003789  S3_pocket
65  -141.60  3  0.937732  11.548  8.219  -0.656661  0.807961  -0.011849  S3_pocket
66  -122.21  3  0.897259  11.778  7.771  -0.608469  0.780735  -0.026741  S3_pocket
67  -102.24  3  0.931812  11.449  8.738  -0.666164  0.876420  -0.015409  S3_pocket
68  -123.79  3  0.871516  10.842  9.449  -0.726333  0.966701  -0.013368  S3_pocket
69  -113.40  3  0.885214  11.928  8.462  -0.750710  0.919355  -0.022762  S3_pocket
70  -115.36  3  0.894916  11.624  9.244  -0.676399  0.941111  -0.010001  S3_pocket
71  -122.82  3  0.901597  11.161  8.713  -0.788235  0.938730  -0.010593  S3_pocket
72  -99.01  3  0.815119  11.099  8.381  -0.938861  1.039034  0.007705  S3_pocket
73  -126.30  3  0.887838  11.272  7.996  -0.714836  0.901074  -0.007118  S3_pocket
74  -110.15  3  0.857846  12.418  8.357  -0.729797  0.982623  -0.042338  S3_pocket
75  -129.21  3  0.884515  12.313  8.456  -0.694978  0.958824  -0.039392  S3_pocket
76  -138.47  3  0.913283  12.339  7.358  -0.412211  0.766980  -0.030134  S3_pocket
77  -136.07  3  0.885882  11.527  7.567  -0.633667  0.818082  -0.050272  S3_pocket
78  -98.24  3  0.952232  12.327  6.906  -0.582475  0.678315  -0.039042  S3_pocket
79  -118.70  3  0.933556  12.347  7.840  -0.418841  0.691810  -0.036696  S3_pocket
80  -102.94  3  0.915302  12.133  7.297  -0.682051  0.753121  -0.031270  S3_pocket
81  -119.44  3  0.811823  11.983  8.114  -0.933168  0.964465  -0.001223  S3_pocket
82  -118.21  3  0.848282  11.708  8.621  -0.852518  0.941067  -0.006312  S3_pocket
83  -124.36  3  0.963128  12.236  7.754  -0.405964  0.718795  -0.029388  S3_pocket
84  -129.75  3  0.923114  12.193  7.400  -0.546678  0.787615  -0.042856  S3_pocket
85  -134.71  3  0.898264  11.713  9.063  -0.619338  0.929906  0.003619  S3_pocket
86  -119.34  3  0.881355  11.704  8.129  -0.719298  0.873894  -0.047093  S3_pocket
87  -101.65  3  0.838405  11.265  8.489  -0.935919  0.946168  -0.002129  S3_pocket
88  -134.65  3  0.919132  12.059  7.526  -0.316018  0.699736  -0.027068  S3_pocket
89  -143.02  3  0.940188  12.118  7.572  -0.333780  0.744980  -0.040035  S3_pocket
90  -106.36  3  0.922869  12.042  7.496  -0.317136  0.763373  -0.038631  S3_pocket
91  -120.30  3  0.861003  11.110  8.876  -0.686811  0.894348  -0.000133  S3_pocket
92  -111.00  3  0.808408  11.179  8.644  -0.820658  1.011333  0.001944  S3_pocket
93  -104.66  3  0.879960  10.970  7.499  -0.757581  0.891356  -0.008080  S3_pocket
94  -102.23  3  0.862282  10.819  8.412  -0.694618  0.865999  -0.007856  S3_pocket
95  -119.12  3  0.865020  11.326  7.947  -0.729018  0.913712  -0.007562  S3_pocket
96  -95.96  3  0.852027  11.284  8.445  -0.933974  0.921523  0.005686  S3_pocket
97  -115.84  3  0.919697  11.977  7.886  -0.617555  0.805398  -0.031575  S3_pocket
98  -124.54  3  0.941488  11.623  7.761  -0.490952  0.738389  -0.027837  S3_pocket
99  -117.27  3  0.915407  11.739  7.189  -0.393992  0.772530  -0.033604  S3_pocket
100  -107.12  3  0.926581  11.912  7.969  -0.425415  0.702856  -0.033450  S3_pocket
101  -134.59  3  0.907921  11.815  7.727  -0.535934  0.777146  -0.041442  S3_pocket
102  -88.76  2  0.891728  12.016  7.806  -0.738667  0.794768  -0.021422  S3_pocket
103  -139.94  3  0.865189  11.659  8.128  -0.505175  0.801918  -0.031712  S3_pocket
104  -110.52  3  0.927494  11.853  7.644  -0.331279  0.710531  -0.029635  S3_pocket
105  -112.71  3  0.947419  11.675  7.549  -0.447466  0.704163  -0.037350  S3_pocket
106  -107.66  3  0.885139  11.417  8.372  -0.719782  0.804600  -0.041036  S3_pocket
107  -118.32  3  0.877618  11.163  9.013  -0.536278  0.846036  -0.018428  S3_pocket
108  -135.92  3  0.909386  11.510  7.864  -0.633863  0.806809  -0.028858  S3_pocket
109  -119.15  3  0.869077  10.855  7.947  -0.736857  0.872527  -0.017231  S3_pocket
110  -130.89  3  0.896321  11.665  7.445  -0.690736  0.779540  -0.031326  S3_pocket
111  -122.01  3  0.956809  11.851  7.978  -0.242773  0.713164  -0.042949  S3_pocket
112  -120.94  3  0.936679  11.892  7.649  -0.430312  0.753844  -0.046282  S3_pocket
113  -126.93  3  0.944253  11.195  7.924  -0.428507  0.818059  -0.036506  S3_pocket
114  -149.04  3  0.916468  11.315  6.818  -0.519583  0.804806  -0.038457  S3_pocket
115  -114.57  3  0.853043  11.524  8.372  -0.686388  0.930405  -0.016294  S3_pocket
116  -97.03  3  0.859759  11.831  7.197  -0.863714  0.919427  -0.028282  S3_pocket
117  -114.91  3  0.871232  11.336  7.290  -0.780071  0.889474  -0.036714  S3_pocket
118  -109.17  3  0.836198  11.090  8.216  -0.733733  1.000185  0.003253  S3_pocket
119  -113.98  3  0.841942  10.845  8.847  -0.894893  1.019121  -0.017430  S3_pocket
120  -80.59  2  0.869689  12.035  8.115  -0.866156  0.918160  -0.028609  S3_pocket
121  -132.53  3  0.843787  11.738  8.212  -0.896653  0.982321  -0.009397  S3_pocket
122  -119.87  3  0.883663  12.147  8.093  -0.757563  0.896884  -0.034117  S3_pocket
123  -134.52  3  0.867665  11.380  8.206  -0.577123  0.886130  -0.040950  S3_pocket
124  -136.47  3  0.842179  11.185  8.109  -0.708602  0.906290  -0.006137  S3_pocket
125  -110.88  3  0.882166  11.145  7.537  -0.769428  0.898216  -0.038497  S3_pocket
126  -107.72  3  0.875648  12.105  7.631  -0.818135  0.905543  -0.031698  S3_pocket
127  -123.86  3  0.873450  11.931  8.171  -0.708435  0.897006  -0.028595  S3_pocket
128  -101.75  3  0.852725  11.117  7.987  -0.838293  1.013546  -0.032413  S3_pocket
129  -102.65  3  0.885551  12.162  7.905  -0.759821  0.972852  -0.040296  S3_pocket
130  -107.33  3  0.841200  12.073  8.091  -0.826134  1.029940  -0.016988  S3_pocket
131  -105.03  3  0.875120  11.499  8.504  -0.801130  1.087420  -0.021101  S3_pocket
132  -97.49  3  0.850057  12.184  9.351  -0.758553  1.093066  -0.017874  S3_pocket
133  -108.40  3  0.839883  11.977  8.622  -0.896113  1.098859  -0.029513  S3_pocket
134  -107.73  3  0.863160  11.980  9.018  -0.869067  1.051698  -0.013633  S3_pocket
135  -95.70  3  0.801283  12.217  9.014  -0.950628  1.160894  -0.001437  S3_pocket
136  -96.74  3  0.828298  11.827  9.045  -0.882744  1.025054  -0.016176  S3_pocket
137  -93.89  3  0.878457  12.535  8.228  -0.862628  0.981018  -0.011002  S3_pocket
138  -114.17  3  0.798228  11.071  9.413  -0.794523  1.100360  -0.012117  S3_pocket
139  -106.20  3  0.835729  11.306  9.458  -0.844625  1.120179  0.008084  S3_pocket
140  -101.00  3  0.870999  12.195  8.792  -0.709777  1.002038  -0.027461  S3_pocket
141  -121.58  3  0.846744  11.638  9.292  -0.723929  1.102120  -0.031871  S3_pocket
142  -104.16  3  0.853926  12.079  8.202  -0.791602  1.039139  -0.020614  S3_pocket
143  -78.83  2  0.861432  11.512  8.522  -0.903644  1.077857  -0.019906  S3_pocket
144  -105.50  3  0.883872  11.888  9.120  -0.654503  0.978568  -0.020952  S3_pocket
145  -94.64  3  0.890948  11.722  8.507  -0.898106  1.014013  -0.026046  S3_pocket
146  -107.88  3  0.887229  11.444  8.765  -0.802401  0.978990  -0.029294  S3_pocket
147  -95.29  3  0.889447  12.086  8.843  -0.784332  0.948219  -0.019564  S3_pocket
148  -105.85  3  0.888020  11.592  8.484  -0.731768  0.981015  -0.020561  S3_pocket
149  -109.35  3  0.841277  12.028  8.240  -0.769212  0.971456  -0.022028  S3_pocket
150  -93.84  3  0.845309  12.662  9.445  -0.857229  0.965099  -0.004266  S3_pocket
151  -115.33  3  0.865367  12.061  9.496  -0.830154  0.991172  -0.010975  S3_pocket
152  -82.93  2  0.899563  11.779  8.743  -0.954504  0.923904  -0.025472  S3_pocket
153  -117.09  3  0.816409  11.278  10.410  -0.870876  1.071915  0.009437  S3_pocket
154  -98.33  3  0.825867  11.189  9.661  -0.842707  1.025848  -0.002964  S3_pocket
155  -104.98  3  0.846133  12.220  8.733  -0.818773  0.938541  -0.016067  S3_pocket
156  -106.80  3  0.865279  11.680  7.819  -0.746637  0.865519  -0.039310  S3_pocket
157  -132.08  3  0.752767  11.763  9.643  -0.902133  1.120311  -0.017946  S3_pocket
158  -119.31  3  0.790803  10.792  8.530  -0.830561  1.043589  -0.006604  S3_pocket
159  -95.37  3  0.850176  11.791  9.056  -0.761819  0.899808  -0.004582  S3_pocket
160  -98.38  3  0.781961  11.572  9.435  -0.911025  1.053106  0.007700  S3_pocket
161  -110.00  3  0.885450  11.309  8.345  -0.681571  0.860779  -0.012635  S3_pocket
162  -127.04  3  0.846633  12.176  8.135  -0.690195  0.909691  -0.045974  S3_pocket
163  -107.77  3  0.875410  11.396  8.320  -0.646237  0.901716  -0.046587  S3_pocket
164  -112.56  3  0.821159  11.376  9.250  -0.832941  1.082958  -0.007517  S3_pocket
165  -112.60  3  0.890241  12.021  9.300  -0.638138  0.934133  -0.004645  S3_pocket
166  -117.09  3  0.872830  11.201  9.189  -0.766587  1.047049  0.000991  S3_pocket
167  -131.41  3  0.890555  11.210  9.952  -0.529109  0.957805  -0.000345  S3_pocket
168  -104.68  3  0.912125  10.116  9.982  -0.645316  0.963314  -0.009686  S3_pocket
169  -122.22  3  0.869366  11.150  9.710  -0.601994  0.965126  0.005905  S3_pocket
170  -144.84  3  0.880256  10.589  9.946  -0.581270  0.986195  -0.002088  S3_pocket
171  -119.74  3  0.877565  10.659  8.395  -0.619841  0.883797  -0.031945  S3_pocket
172  -127.18  3  0.868452  10.868  8.388  -0.754827  0.922156  -0.021796  S3_pocket
173  -116.35  3  0.866452  10.541  9.522  -0.645407  0.946863  -0.007291  S3_pocket
174  -128.36  3  0.866855  10.552  10.074  -0.731950  1.005001  -0.002388  S3_pocket
175  -95.13  3  0.873972  10.877  9.420  -0.777916  0.997164  -0.006910  S3_pocket
176  -136.57  3  0.896024  11.419  8.603  -0.571172  0.929084  -0.023409  S3_pocket
177  -111.14  3  0.891155  10.462  8.777  -0.628470  0.963086  -0.004456  S3_pocket
178  -130.85  3  0.899137  10.399  9.338  -0.702018  0.933262  -0.009977  S3_pocket
179  -124.85  3  0.918108  10.632  8.625  -0.662797  0.915936  -0.008329  S3_pocket
180  -97.48  3  0.883115  10.545  9.301  -0.702934  0.994033  -0.006549  S3_pocket
181  -113.37  3  0.835688  10.161  9.691  -0.767141  1.001849  0.002299  S3_pocket
182  -125.03  3  0.873813  11.301  8.312  -0.686493  0.901204  -0.018856  S3_pocket
183  -112.73  3  0.900615  11.069  8.689  -0.628814  0.856786  -0.008424  S3_pocket
184  -149.53  3  0.902952  10.954  8.662  -0.501818  0.873899  -0.007262  S3_pocket
185  -150.67  3  0.864800  10.563  8.931  -0.681602  0.920812  0.003828  S3_pocket
186  -123.58  3  0.871195  10.639  8.708  -0.677802  0.894745  -0.016029  S3_pocket
187  -151.14  3  0.910277  10.800  8.378  -0.652247  0.839785  -0.030866  S3_pocket
188  -116.92  3  0.895708  10.778  8.249  -0.626171  0.903262  -0.048406  S3_pocket
189  -123.21  3  0.872160  10.278  9.130  -0.733109  0.962644  -0.006701  S3_pocket
190  -107.37  3  0.877517  10.397  8.362  -0.711729  0.890239  -0.034450  S3_pocket
191  -131.31  3  0.871879  10.855  9.069  -0.620368  0.947019  -0.010474  S3_pocket
192  -113.69  3  0.848479  10.749  8.082  -0.743140  0.977944  -0.046119  S3_pocket
193  -133.60  3  0.863411  10.051  9.058  -0.720518  0.986858  -0.003978  S3_pocket
194  -115.87  3  0.864378  10.912  8.243  -0.647659  0.882947  -0.001235  S3_pocket
195  -126.13  3  0.863692  10.258  9.006  -0.721283  0.942448  -0.007656  S3_pocket
196  -117.22  3  0.859938  10.675  8.837  -0.593968  0.931847  -0.033088  S3_pocket
197  -122.23  3  0.823266  10.715  8.620  -0.737778  0.944116  -0.014909  S3_pocket
198  -120.32  3  0.875852  10.922  7.916  -0.621608  0.910772  -0.013748  S3_pocket
199  -121.08  3  0.834336  11.424  8.171  -0.776198  0.906836  -0.004815  S3_pocket
200  -131.02  3  0.840414  10.296  9.343  -0.769646  1.005121  -0.010363  S3_pocket
201  -117.97  3  0.829217  10.442  8.648  -0.667945  0.955534  0.001879  S3_pocket
202  -104.76  3  0.838284  10.324  8.658  -0.775294  0.983563  -0.006500  S3_pocket
203  -107.84  3  0.864252  10.808  9.010  -0.864367  1.038804  -0.016350  S3_pocket
204  -113.51  3  0.919950  10.883  8.722  -0.575265  0.869303  -0.015449  S3_pocket
205  -128.21  3  0.894500  9.951  8.360  -0.611187  0.906162  -0.020358  S3_pocket
206  -107.45  3  0.859498  10.427  8.587  -0.605685  0.950702  -0.007611  S3_pocket
207  -132.69  3  0.852548  10.973  9.389  -0.677478  0.995399  0.001392  S3_pocket
208  -122.00  3  0.881946  11.164  9.073  -0.599406  0.937312  -0.005192  S3_pocket
209  -112.44  3  0.928008  11.044  9.070  -0.622392  0.927148  -0.005961  S3_pocket
210  -129.87  3  0.914154  11.862  7.655  -0.489816  0.780179  -0.026096  S3_pocket
211  -125.46  3  0.880006  11.082  9.129  -0.541927  0.923899  -0.007416  S3_pocket
212  -125.47  3  0.925912  12.591  7.897  -0.585485  0.799624  -0.027418  S3_pocket
213  -133.98  3  0.913145  11.189  8.938  -0.608037  0.879595  -0.008446  S3_pocket
214  -125.92  3  0.858652  10.811  9.403  -0.534037  0.949699  -0.008581  S3_pocket
215  -115.48  3  0.851365  11.100  9.072  -0.747040  0.893371  -0.003685  S3_pocket
216  -117.83  3  0.881469  10.946  8.262  -0.806030  0.905398  0.003673  S3_pocket
217  -117.73  3  0.874926  11.012  8.569  -0.545566  0.856429  -0.028761  S3_pocket
218  -116.34  3  0.881019  11.362  8.571  -0.675541  0.848924  -0.017637  S3_pocket
219  -118.44  3  0.926301  11.070  8.389  -0.337211  0.766901  -0.039719  S3_pocket
220  -100.31  3  0.916795  11.535  9.024  -0.640790  0.912465  -0.028477  S3_pocket
221  -139.25  3  0.870117  10.549  8.952  -0.685955  0.845575  -0.004697  S3_pocket
222  114.74  1  0.817876  10.203  9.991  -0.919590  0.974532  0.003414  S3_pocket
223  107.49  1  0.644812  6.194  14.271  -0.854839  1.409774  -0.008648  S1_pocket
224  113.71  1  0.708584  6.134  13.895  -0.882300  1.299309  -0.010809  S1_pocket
225  77.31  1  0.759178  7.123  12.521  -0.903858  1.250077  -0.018710  S1_pocket
226  108.67  1  0.783332  7.981  11.675  -0.954203  1.188539  -0.002865  S1_pocket
227  116.91  1  0.752222  6.780  12.826  -0.962028  1.308175  -0.022920  S1_pocket
228  128.71  1  0.711184  6.389  13.253  -0.897027  1.457162  -0.017257  S1_pocket
229  116.17  1  0.744747  6.467  13.210  -0.909668  1.393467  -0.023436  S1_pocket
230  96.12  1  0.819813  9.392  9.964  -0.900502  1.056968  -0.009487  S3_pocket
231  115.58  1  0.756900  9.340  10.638  -0.933474  1.196924  -0.002256  S3_pocket
232  122.06  1  0.729620  9.613  10.873  -0.939510  1.243983  -0.002944  S3_pocket
233  100.90  1  0.834709  9.464  9.369  -0.865821  1.028825  0.003442  S3_pocket
234  121.56  1  0.790630  8.482  11.082  -0.917517  1.164241  -0.004914  S1_pocket
235  116.88  1  0.789986  8.978  10.344  -0.871131  1.066661  0.003765  S3_pocket
236  93.56  1  0.785888  8.861  10.790  -0.990395  1.090923  0.005172  S3_pocket
237  119.64  1  0.833367  6.811  14.728  -0.721415  1.279337  -0.020283  S1_pocket
238  114.59  1  0.758594  6.859  13.756  -0.898649  1.293548  -0.009825  S1_pocket
239  110.02  1  0.798028  6.875  13.546  -0.712094  1.251392  -0.008101  S1_pocket
240  121.88  1  0.770289  6.507  14.589  -0.772036  1.295144  -0.009946  S1_pocket
241  112.10  1  0.774162  6.736  13.367  -0.735449  1.273705  -0.022597  S1_pocket
242  99.32  1  0.822069  7.415  14.700  -0.816480  1.281929  -0.011966  S1_pocket
243  130.30  1  0.781000  6.838  13.211  -0.751626  1.250380  -0.007630  S1_pocket
244  129.01  1  0.772454  5.990  16.251  -0.297620  1.379883  -0.009787  S1_pocket
245  138.27  1  0.787532  5.936  15.185  -0.446051  1.336686  -0.020701  S1_pocket
246  131.74  1  0.843921  6.558  15.128  -0.273427  1.314871  -0.016044  S1_pocket
247  133.61  1  0.814778  6.154  15.306  -0.650266  1.365953  -0.008778  S1_pocket
248  131.68  1  0.794294  6.576  15.543  -0.334525  1.351731  -0.011211  S1_pocket
249  111.66  1  0.834584  6.356  15.073  -0.396140  1.302164  -0.018670  S1_pocket
250  127.88  1  0.810130  6.653  14.560  -0.643902  1.284315  -0.020433  S1_pocket
251  107.78  1  0.823490  7.220  12.907  -0.610904  1.172102  -0.013275  S1_pocket
252  119.50  1  0.845338  6.768  13.518  -0.578597  1.223768  -0.023905  S1_pocket
253  126.15  1  0.822249  6.803  14.126  -0.495712  1.264094  -0.029637  S1_pocket
254  96.75  1  0.823491  7.470  13.763  -0.722662  1.252519  -0.001616  S1_pocket
255  125.56  1  0.841226  6.636  13.981  -0.680009  1.248020  -0.025727  S1_pocket
256  121.73  1  0.808548  6.346  14.260  -0.516961  1.256190  -0.013922  S1_pocket
257  120.76  1  0.828334  6.929  14.133  -0.653183  1.293404  -0.016740  S1_pocket
258  136.53  1  0.835625  6.995  14.532  -0.565262  1.307219  -0.018657  S1_pocket
259  133.67  1  0.801596  6.737  15.478  -0.561758  1.345048  -0.016060  S1_pocket
260  110.92  1  0.824617  7.059  13.876  -0.727003  1.257852  -0.012042  S1_pocket
261  130.87  1  0.841518  7.072  13.992  -0.366123  1.218443  -0.019581  S1_pocket
262  126.32  1  0.820439  6.765  14.755  -0.577308  1.290462  -0.006928  S1_pocket
263  140.22  1  0.813496  6.585  15.797  -0.403779  1.321860  -0.010401  S1_pocket
264  134.67  1  0.797484  6.349  15.230  -0.777429  1.328307  -0.022660  S1_pocket
265  110.88  1  0.802210  7.021  13.879  -0.770692  1.212638  -0.018478  S1_pocket
266  125.13  1  0.854483  7.133  13.225  -0.377719  1.213933  -0.017005  S1_pocket
267  123.98  1  0.869958  7.197  12.968  -0.498015  1.196436  -0.025340  S1_pocket
268  110.88  1  0.856381  7.086  13.412  -0.428742  1.200822  -0.017977  S1_pocket
269  124.62  1  0.808231  6.408  14.728  0.070395  1.292726  -0.026434  S1_pocket
270  96.85  1  0.861227  7.463  13.087  -0.444591  1.222068  -0.031370  S1_pocket
271  116.77  1  0.866504  7.195  13.236  -0.437943  1.246040  -0.023964  S1_pocket
272  112.27  1  0.847668  6.253  14.413  -0.123811  1.258978  -0.028156  S1_pocket
273  119.66  1  0.836068  6.897  13.129  -0.410333  1.247220  -0.017253  S1_pocket
274  90.39  1  0.844426  7.828  12.506  -0.611795  1.201359  -0.014772  S1_pocket
275  111.98  1  0.857795  7.301  12.317  -0.660222  1.186114  -0.019541  S1_pocket
276  116.77  1  0.858006  7.180  12.812  -0.443853  1.220858  -0.024200  S1_pocket
277  116.10  1  0.874072  7.262  13.033  -0.319618  1.159079  -0.022289  S1_pocket
278  120.86  1  0.838817  6.816  12.411  -0.279366  1.129373  -0.016611  S1_pocket
279  105.08  1  0.874838  7.582  11.589  -0.657367  1.131065  -0.005902  S1_pocket
280  124.76  1  0.864417  7.751  12.047  -0.458949  1.133799  -0.007130  S1_pocket
281  108.07  1  0.851075  7.116  12.448  -0.456248  1.183040  -0.021406  S1_pocket
282  102.02  1  0.842167  7.824  11.932  -0.636590  1.152505  -0.021868  S1_pocket
283  125.53  1  0.852893  6.623  13.180  -0.306511  1.198826  -0.022969  S1_pocket
284  111.48  1  0.882011  7.298  11.722  -0.595689  1.150423  -0.021059  S1_pocket
285  121.18  1  0.879949  6.689  12.776  -0.315092  1.146354  -0.024438  S1_pocket
286  101.66  1  0.896049  7.347  11.802  -0.621070  1.121727  -0.003015  S1_pocket
287  112.54  1  0.852460  6.938  13.604  -0.255803  1.182096  -0.027196  S1_pocket
288  117.71  1  0.903106  7.471  11.459  -0.597037  1.075920  -0.010708  S1_pocket
289  131.16  1  0.857910  7.269  12.584  -0.364759  1.157562  -0.007946  S1_pocket
290  114.50  1  0.864302  7.038  13.354  -0.257387  1.214477  -0.022776  S1_pocket
291  107.37  1  0.834098  6.935  13.734  -0.342497  1.249184  -0.016487  S1_pocket
292  115.95  1  0.846289  7.368  12.221  -0.632503  1.188520  -0.008621  S1_pocket
293  123.78  1  0.871197  7.117  12.673  -0.466637  1.255233  -0.005587  S1_pocket
294  118.28  1  0.866686  7.620  11.310  -0.554638  1.165106  -0.006232  S1_pocket
295  105.49  1  0.866436  7.479  11.554  -0.533594  1.151923  -0.001884  S1_pocket
296  126.13  1  0.849058  7.122  12.340  -0.491759  1.196029  -0.014446  S1_pocket
297  127.82  1  0.836078  6.814  12.615  -0.363315  1.210549  -0.023133  S1_pocket
298  118.66  1  0.852803  7.218  12.849  -0.326349  1.171190  -0.024094  S1_pocket
299  113.05  1  0.847613  6.720  13.879  -0.206642  1.255174  -0.023948  S1_pocket
300  120.81  1  0.849339  6.730  12.667  -0.356233  1.201593  -0.024564  S1_pocket
301  107.88  1  0.837690  6.520  13.364  -0.215361  1.238947  -0.016797  S1_pocket
302  117.25  1  0.848416  6.721  13.057  -0.239391  1.182445  -0.022995  S1_pocket
