# GMM n=4 pocket classification, T=25C
# Classes: S1_pocket, S3_pocket, surface, extended
# frame  chi2  chi2_state  wcn  d_S1  d_S3  M  dist_nm  Q_p  class
331  89.40  1  0.802743  6.777  13.852  0.597679  1.024861  -0.029483  surface
332  86.30  1  0.788504  6.033  13.488  0.571630  1.074935  -0.018997  surface
333  87.79  1  0.778819  6.330  14.410  0.505446  1.141532  -0.019732  surface
334  82.97  1  0.784386  6.181  13.629  0.533140  1.090907  -0.016519  surface
335  101.63  1  0.728797  6.429  13.829  0.384660  1.207720  -0.019159  surface
336  82.19  1  0.784513  6.042  12.150  -0.053214  1.077147  -0.007686  surface
337  80.98  1  0.811120  6.853  9.824  0.111859  0.897983  -0.061806  surface
338  81.99  1  0.804075  6.656  10.875  0.102637  0.987805  -0.032712  surface
339  76.88  1  0.760543  6.485  11.597  0.021204  1.072712  -0.010845  surface
340  102.97  1  0.817131  6.369  11.430  0.309114  0.954740  -0.023599  surface
341  86.71  1  0.804433  6.220  11.080  0.053890  1.048067  -0.021939  surface
342  83.89  1  0.823717  6.785  10.559  -0.032215  0.997782  0.014422  surface
343  85.21  1  0.826277  6.109  10.797  0.064049  0.937197  -0.020229  surface
344  106.89  1  0.825333  6.138  10.519  0.071618  0.933164  -0.031059  surface
345  84.88  1  0.838730  6.428  9.985  -0.180856  0.918722  -0.008128  surface
346  74.19  1  0.809985  5.956  9.941  -0.261280  0.996415  -0.018183  surface
347  81.19  1  0.830921  6.330  9.342  -0.054977  0.877384  -0.016128  surface
348  80.16  1  0.832381  6.221  10.114  -0.153493  0.901167  -0.017792  surface
349  77.02  1  0.825517  6.374  10.426  0.114181  0.934268  -0.023153  surface
350  97.65  1  0.863689  6.439  10.052  0.292739  0.854973  -0.030250  surface
351  100.30  1  0.859315  6.357  9.307  0.077177  0.823679  -0.059109  surface
352  86.79  1  0.857781  6.771  9.338  0.182613  0.807510  -0.048126  surface
353  86.64  1  0.844163  6.088  10.103  0.016917  0.871543  -0.028917  surface
354  79.22  1  0.829480  6.230  9.964  -0.238811  0.943037  -0.002103  surface
355  68.61  1  0.823569  6.444  10.313  -0.220774  0.980402  -0.003547  surface
356  102.16  1  0.866955  6.327  10.339  0.251008  0.888568  -0.013805  surface
357  79.25  1  0.863190  7.075  8.785  -0.115001  0.838052  -0.048155  surface
358  96.28  1  0.851178  6.504  9.725  0.088581  0.827916  -0.064770  surface
359  88.51  1  0.853744  6.471  9.591  0.147391  0.812106  -0.056173  surface
360  97.30  1  0.871581  6.430  9.066  -0.040764  0.810009  -0.049537  surface
361  87.40  1  0.871888  6.422  8.623  0.158291  0.766910  -0.051524  surface
362  97.53  1  0.891594  6.699  8.892  -0.054636  0.786754  -0.039144  surface
363  90.00  1  0.883859  6.740  8.480  -0.019066  0.787121  -0.062635  surface
364  88.69  1  0.862530  6.407  8.790  -0.085058  0.801341  -0.052690  surface
365  91.07  1  0.921863  7.336  8.340  -0.177256  0.729054  -0.052807  surface
366  100.07  1  0.828600  6.645  10.679  0.482389  0.822995  -0.023016  surface
367  91.95  1  0.893033  6.737  8.363  0.081251  0.740267  -0.053633  surface
368  94.76  1  0.906901  7.387  8.465  -0.247459  0.816180  -0.056059  surface
369  107.85  1  0.944029  6.828  8.407  0.096800  0.767211  -0.040423  surface
370  100.24  1  0.940727  7.164  8.058  -0.088480  0.773626  -0.036334  surface
371  97.98  1  0.917594  7.159  8.661  0.036861  0.759777  -0.042556  surface
372  95.95  1  0.922855  7.362  8.331  -0.093915  0.760886  -0.047973  surface
373  96.29  1  0.954497  7.110  8.308  -0.157207  0.768889  -0.044348  surface
374  88.72  1  0.925580  6.902  8.041  -0.049930  0.712282  -0.056539  surface
375  101.15  1  0.924762  7.130  8.475  -0.186804  0.813988  -0.041275  surface
376  106.66  1  0.849001  6.286  9.364  0.056758  0.839501  -0.055797  surface
377  98.07  1  0.816100  7.064  12.290  0.634486  0.990389  -0.007963  surface
378  83.86  1  0.852365  6.723  8.309  -0.038620  0.810488  -0.034862  surface
379  103.72  1  0.868198  7.214  8.573  0.055575  0.808067  -0.050633  surface
380  86.91  1  0.837492  6.696  8.917  0.197077  0.858254  -0.062788  surface
381  88.15  1  0.888352  6.610  9.204  0.116211  0.828167  -0.032738  surface
382  72.92  1  0.919657  6.490  8.437  0.216447  0.754304  -0.038901  surface
383  107.61  1  0.919171  6.869  8.757  0.039478  0.782490  -0.061508  surface
384  99.23  1  0.941320  7.374  8.683  -0.050321  0.774549  -0.036813  surface
385  102.74  1  0.923673  6.839  8.151  -0.056317  0.741605  -0.058367  surface
386  107.55  1  0.945760  7.439  8.121  -0.234877  0.769689  -0.046971  surface
387  101.05  1  0.906350  6.981  8.508  -0.121993  0.774185  -0.048746  surface
388  95.42  1  0.933125  6.859  8.258  0.106713  0.740487  -0.043317  surface
389  93.00  1  0.918362  7.880  8.252  0.061681  0.741082  -0.042755  surface
390  110.54  1  0.904838  7.447  8.267  0.083087  0.793421  -0.047880  surface
391  101.29  1  0.898002  6.804  8.269  0.127103  0.783732  -0.050916  surface
392  95.58  1  0.915444  7.678  8.639  0.114791  0.798113  -0.059271  surface
393  99.54  1  0.915215  6.811  8.827  0.140015  0.799825  -0.031375  surface
394  99.20  1  0.841465  6.159  10.654  0.245887  0.935619  -0.024182  surface
395  93.90  1  0.896669  6.844  9.097  0.247610  0.780458  -0.047937  surface
396  108.27  1  0.895245  7.670  9.445  0.167896  0.772462  -0.032581  surface
397  85.59  1  0.872420  7.626  9.772  -0.001037  0.826729  -0.023768  surface
398  84.41  1  0.854503  7.249  10.725  0.157790  0.956565  -0.011984  surface
399  79.45  1  0.787987  6.948  11.449  -0.169296  1.075812  -0.040445  surface
400  72.36  1  0.806922  5.728  10.790  -0.100510  0.998690  -0.009893  surface
401  98.79  1  0.861027  6.703  9.829  -0.030203  0.927065  -0.012984  surface
402  98.24  1  0.897582  7.086  8.909  0.165552  0.778491  -0.044198  surface
403  105.01  1  0.880946  6.560  8.628  -0.122879  0.811728  -0.012034  surface
404  99.46  1  0.878651  7.259  8.882  0.242690  0.784608  -0.026240  surface
405  95.88  1  0.899770  6.471  9.609  0.193724  0.773357  -0.030805  surface
406  90.16  1  0.881297  6.181  9.401  -0.085721  0.878685  -0.046243  surface
407  93.99  1  0.915149  6.509  9.304  0.361069  0.740250  -0.019927  surface
408  89.77  1  0.858801  6.729  10.159  0.190756  0.872554  -0.023391  surface
409  83.41  1  0.917359  6.544  8.789  -0.099440  0.763114  -0.027127  surface
410  113.53  1  0.898527  6.771  10.044  0.448363  0.751228  -0.022009  surface
411  91.04  1  0.878780  6.829  9.051  -0.090514  0.815089  -0.023023  surface
412  82.63  1  0.869688  5.900  10.414  0.279037  0.818731  -0.028984  surface
413  85.51  1  0.903998  6.865  7.965  0.112202  0.722561  -0.032280  surface
414  92.30  1  0.904669  6.282  8.490  0.243509  0.743060  -0.055155  surface
415  89.50  1  0.878393  6.632  7.698  0.022715  0.783438  -0.049140  surface
416  98.90  1  0.908281  6.449  8.054  -0.118872  0.752122  -0.039262  surface
417  95.50  1  0.885840  6.969  10.254  0.401578  0.777430  -0.028010  surface
418  106.12  1  0.937193  7.480  8.447  -0.042557  0.757604  -0.059656  surface
419  92.84  1  0.905896  6.857  8.939  0.083262  0.762598  -0.046719  surface
420  98.46  1  0.854784  6.354  10.099  0.286263  0.842227  -0.023404  surface
421  87.38  1  0.907161  6.476  9.606  0.115492  0.767358  -0.037508  surface
422  72.98  1  0.882141  6.480  9.548  0.001050  0.798640  -0.023514  surface
423  93.28  1  0.912600  7.234  9.283  0.188164  0.718716  -0.028745  surface
424  86.59  1  0.899912  6.310  9.414  0.116713  0.797249  -0.032160  surface
425  89.57  1  0.881905  6.359  10.023  0.103624  0.833300  -0.031789  surface
426  93.39  1  0.785237  6.261  12.302  0.411937  1.016976  -0.009962  surface
427  84.86  1  0.796680  6.228  12.102  0.323250  1.000293  -0.019489  surface
428  88.35  1  0.889658  6.918  9.832  0.212342  0.806882  -0.033068  surface
429  86.92  1  0.839941  6.117  11.053  0.072815  0.974807  -0.032657  surface
430  104.87  1  0.865574  6.304  9.690  0.037671  0.907490  -0.024843  surface
431  104.39  1  0.864558  7.166  9.893  -0.095232  0.927105  -0.014019  surface
432  97.63  1  0.863392  6.964  10.977  -0.010269  1.006351  -0.027675  surface
433  108.57  1  0.866847  6.512  9.958  0.114089  0.894283  -0.025652  surface
434  92.60  1  0.852623  6.155  10.622  0.109143  0.922373  -0.020908  surface
435  101.09  1  0.871093  5.730  10.250  0.177962  0.886857  -0.027795  surface
436  99.88  1  0.849446  6.336  10.368  0.239242  0.896450  -0.013028  surface
437  89.36  1  0.798952  6.503  12.264  0.373878  1.054669  -0.017407  surface
438  80.37  1  0.833371  6.589  10.540  0.118547  0.950879  -0.020928  surface
439  89.70  1  0.859010  7.225  10.668  -0.022682  0.977231  -0.004571  surface
440  105.07  1  0.869163  7.032  10.021  -0.089865  0.924548  -0.006221  surface
441  83.53  1  0.839811  6.770  10.963  -0.213856  1.031398  -0.012125  surface
442  85.33  1  0.832522  6.432  9.732  -0.203582  0.946153  -0.012425  surface
443  88.44  1  0.838499  6.838  9.921  -0.172363  0.933295  -0.020199  surface
444  85.35  1  0.817148  6.594  11.289  -0.149466  1.023100  -0.013437  surface
445  75.78  1  0.760429  6.479  12.276  0.000075  1.138511  -0.024836  surface
446  80.53  1  0.846734  6.942  11.781  0.551792  0.896054  -0.018320  surface
447  95.68  1  0.862666  7.007  10.489  0.127953  0.874939  -0.015814  surface
448  84.70  1  0.829117  6.521  11.587  0.224737  0.967990  -0.010394  surface
449  113.28  1  0.838091  6.448  11.613  0.377992  0.968809  -0.037594  surface
450  85.05  1  0.851081  6.712  10.750  -0.084939  0.991434  -0.019083  surface
451  92.14  1  0.834445  6.676  10.820  -0.124063  0.991093  -0.011059  surface
452  98.00  1  0.839785  6.416  11.358  0.238224  1.003047  -0.020551  surface
453  88.19  1  0.854978  6.986  10.846  -0.089667  0.943131  -0.030300  surface
454  91.94  1  0.867213  6.445  8.758  -0.231950  0.866226  -0.048837  surface
455  96.87  1  0.841082  6.471  9.328  0.175025  0.843458  -0.056829  surface
456  105.47  1  0.897843  7.094  8.857  0.199141  0.715459  -0.023545  surface
457  94.85  1  0.881759  7.299  8.181  -0.403312  0.845946  -0.048609  surface
458  98.68  1  0.900490  6.923  8.669  -0.044008  0.774597  -0.018728  surface
459  88.66  1  0.894030  6.633  8.225  -0.176026  0.797100  -0.051570  surface
460  80.79  1  0.876745  7.267  8.550  -0.224304  0.791044  -0.045718  surface
461  96.55  1  0.899822  8.034  7.974  -0.266818  0.771852  -0.052148  surface
462  85.76  1  0.864380  7.339  8.010  -0.190756  0.812697  -0.063410  surface
463  88.94  1  0.879214  7.269  8.966  -0.053281  0.808799  -0.058008  surface
464  114.73  1  0.880433  8.408  8.491  -0.168591  0.776050  -0.065422  surface
465  91.74  1  0.861036  7.870  8.459  -0.219408  0.820136  -0.056769  surface
466  82.89  1  0.866420  7.506  8.565  -0.269203  0.848227  -0.060623  surface
467  100.87  1  0.865063  7.511  8.605  -0.001261  0.809458  -0.061393  surface
468  98.35  1  0.863560  6.755  8.703  0.054545  0.843759  -0.047486  surface
469  87.13  1  0.837604  6.885  12.493  0.668753  0.897532  -0.013249  surface
470  93.74  1  0.859312  6.419  11.993  0.482843  0.890391  -0.020188  surface
471  89.01  1  0.816183  5.976  11.267  0.051653  0.911049  -0.015042  surface
472  81.02  1  0.846977  6.226  10.055  -0.079792  0.827500  -0.028783  surface
473  84.52  1  0.832868  6.150  10.565  0.027582  0.869836  -0.009352  surface
474  88.32  1  0.837692  5.867  11.219  0.093224  0.967893  -0.018542  surface
475  96.37  1  0.820687  5.738  11.722  0.279215  0.901407  -0.026307  surface
476  96.66  1  0.867730  6.504  9.802  -0.140235  0.810660  -0.016729  surface
477  97.91  1  0.880498  5.990  10.066  0.321059  0.759038  -0.014793  surface
478  102.09  1  0.861384  7.068  7.461  -0.242224  0.739851  -0.041363  surface
479  101.03  1  0.930521  6.580  8.044  0.175848  0.647740  -0.054183  surface
480  103.11  1  0.917297  6.137  8.306  0.214214  0.700938  -0.034661  surface
481  81.17  1  0.921220  6.358  7.286  -0.046312  0.742389  -0.045768  surface
482  103.98  1  0.877907  6.174  8.355  0.049697  0.792745  -0.068492  surface
483  85.45  1  0.911746  6.391  8.700  0.037994  0.741241  -0.057403  surface
484  91.30  1  0.879272  6.528  8.709  0.213769  0.804190  -0.049295  surface
485  89.90  1  0.884838  6.499  8.421  -0.112537  0.813383  -0.047513  surface
486  86.73  1  0.875099  6.541  8.220  -0.132233  0.793814  -0.064238  surface
487  91.98  1  0.884328  6.229  8.506  0.080819  0.795240  -0.050906  surface
488  89.48  1  0.902002  6.491  8.759  0.017533  0.765792  -0.067331  surface
489  96.01  1  0.883131  6.267  9.745  0.241338  0.830633  -0.015113  surface
490  95.80  1  0.906333  6.416  8.706  0.091250  0.789394  -0.052443  surface
491  97.34  1  0.886529  6.701  8.824  -0.043995  0.793581  -0.023017  surface
492  116.71  1  0.878457  6.724  8.812  -0.015648  0.793063  -0.050787  surface
493  94.33  1  0.896965  6.402  8.966  -0.033483  0.844932  -0.033238  surface
494  104.33  1  0.887448  6.458  9.364  0.171755  0.806518  -0.061024  surface
495  97.29  1  0.898416  6.657  8.830  0.008184  0.807419  -0.054191  surface
496  98.74  1  0.879815  6.691  8.572  -0.023330  0.788362  -0.051358  surface
497  93.32  1  0.898621  6.522  8.588  0.061171  0.802507  -0.062375  surface
498  90.25  1  0.890933  6.393  7.588  -0.021041  0.774060  -0.057516  surface
499  90.93  1  0.919406  6.377  8.483  0.193045  0.756878  -0.042116  surface
500  88.81  1  0.884513  6.466  8.392  0.076876  0.765190  -0.039488  surface
501  105.34  1  0.904890  6.183  9.150  0.150069  0.808317  -0.055209  surface
502  93.64  1  0.920339  6.710  8.610  0.034398  0.735039  -0.057349  surface
503  78.21  1  0.888273  6.150  9.157  0.015862  0.837299  -0.038828  surface
504  90.26  1  0.919568  6.641  8.419  -0.046156  0.723120  -0.061219  surface
505  90.99  1  0.951725  6.451  8.140  -0.035986  0.723173  -0.045634  surface
506  79.44  1  0.909917  6.327  8.213  -0.075452  0.763075  -0.056436  surface
507  100.68  1  0.948342  6.626  7.615  -0.023586  0.667745  -0.060773  surface
508  103.92  1  0.905879  6.200  8.661  0.169691  0.753431  -0.064790  surface
509  93.73  1  0.937258  6.011  8.217  -0.017672  0.746274  -0.040302  surface
510  94.10  1  0.929314  6.514  8.670  0.000414  0.775031  -0.061075  surface
511  98.98  1  0.946017  6.297  8.548  0.055770  0.697785  -0.047869  surface
512  97.06  1  0.922797  6.405  8.878  -0.107155  0.793431  -0.053826  surface
513  104.70  1  0.909557  6.523  8.392  0.032294  0.750331  -0.058882  surface
514  106.90  1  0.936439  6.383  9.738  0.314416  0.788227  -0.025286  surface
515  84.18  1  0.948983  6.632  8.949  0.023326  0.771032  -0.046027  surface
516  103.21  1  0.944669  6.472  8.416  0.071481  0.759900  -0.048011  surface
517  88.87  1  0.933624  6.411  8.703  0.011059  0.799685  -0.040012  surface
518  80.80  1  0.948403  6.391  8.501  -0.000144  0.771013  -0.036759  surface
519  73.64  1  0.907518  6.246  8.796  -0.154148  0.869871  -0.044673  surface
520  91.79  1  0.931145  6.418  8.340  -0.098050  0.816747  -0.049465  surface
521  90.64  1  0.892362  6.651  8.691  -0.092459  0.844370  -0.042113  surface
522  98.72  1  0.890712  5.933  8.288  0.125797  0.814072  -0.031250  surface
523  94.21  1  0.932686  5.969  7.677  -0.062789  0.799277  -0.049907  surface
524  101.23  1  0.915555  6.657  7.438  -0.116944  0.788916  -0.050450  surface
525  100.37  1  0.915533  6.561  7.698  -0.049070  0.740346  -0.056197  surface
526  97.84  1  0.909824  6.916  7.756  0.048845  0.710607  -0.044827  surface
527  92.16  1  0.898259  6.171  8.039  -0.017005  0.789310  -0.040363  surface
528  90.65  1  0.923729  6.671  7.587  -0.014811  0.764876  -0.032476  surface
529  88.79  1  0.906557  6.489  7.710  0.144839  0.784855  -0.049542  surface
530  94.84  1  0.898085  7.144  7.969  -0.073888  0.811921  -0.055068  surface
531  92.15  1  0.910462  6.873  7.664  -0.076841  0.779720  -0.058871  surface
532  104.09  1  0.904801  7.005  7.699  -0.077566  0.731132  -0.054616  surface
533  94.78  1  0.886040  5.958  8.552  0.106671  0.823581  -0.030736  surface
534  80.83  1  0.881875  6.998  8.118  -0.163104  0.845020  -0.059417  surface
535  89.71  1  0.855682  6.093  8.808  -0.057042  0.847337  -0.019491  surface
536  78.94  1  0.873841  6.693  8.586  0.193176  0.818486  -0.050540  surface
537  79.96  1  0.849001  6.799  7.566  -0.231542  0.828007  -0.045420  surface
538  95.19  1  0.897620  7.274  7.715  -0.045070  0.776697  -0.045274  surface
539  89.82  1  0.864888  6.656  7.901  -0.002409  0.835026  -0.052568  surface
540  90.35  1  0.864864  6.134  8.607  0.079465  0.852361  -0.061457  surface
541  99.81  1  0.892657  6.724  8.109  0.009870  0.785483  -0.043635  surface
542  84.43  1  0.923128  7.062  7.371  -0.172363  0.750207  -0.055360  surface
543  98.60  1  0.927514  6.563  7.898  -0.062423  0.756377  -0.034824  surface
544  97.69  1  0.906688  6.632  7.848  -0.081690  0.761771  -0.029207  surface
545  87.88  1  0.896164  6.196  8.113  -0.108629  0.836194  -0.027626  surface
546  88.76  1  0.890843  6.335  8.183  -0.044037  0.761685  -0.022937  surface
547  101.56  1  0.897154  6.516  8.363  0.015586  0.798967  -0.056105  surface
548  86.07  1  0.910154  6.962  7.853  0.137961  0.741850  -0.059856  surface
549  91.01  1  0.893141  6.925  7.491  -0.116352  0.773042  -0.053987  surface
550  86.73  1  0.902688  7.346  7.662  -0.219667  0.772662  -0.058380  surface
551  97.28  1  0.900765  7.062  7.384  -0.161117  0.770016  -0.049218  surface
552  107.44  1  0.879537  6.916  8.239  0.016320  0.810030  -0.049122  surface
553  97.28  1  0.903383  7.539  7.689  -0.130576  0.734117  -0.045827  surface
554  96.51  1  0.899409  6.652  7.505  -0.141667  0.736128  -0.059195  surface
555  86.61  1  0.897188  6.568  7.702  -0.061221  0.735529  -0.060859  surface
556  89.68  1  0.930048  6.800  7.524  -0.211998  0.722210  -0.050357  surface
557  100.16  1  0.897227  6.288  7.336  -0.236872  0.739006  -0.061856  surface
558  94.91  1  0.914493  5.931  8.184  0.114377  0.739174  -0.045343  surface
559  86.84  1  0.931468  6.248  7.542  -0.218292  0.719723  -0.040917  surface
560  95.27  1  0.908330  6.692  7.518  -0.110932  0.790775  -0.034716  surface
561  85.02  1  0.887122  5.979  8.173  -0.141295  0.843474  -0.038534  surface
562  101.11  1  0.900619  6.553  8.034  -0.119860  0.823023  -0.054276  surface
563  95.51  1  0.911411  6.476  7.630  -0.093778  0.776812  -0.060386  surface
564  91.88  1  0.917944  6.194  7.865  -0.168956  0.789000  -0.066533  surface
565  86.92  1  0.866483  6.478  10.560  0.396291  0.826415  -0.028718  surface
566  95.70  1  0.911765  6.063  8.158  -0.002354  0.779171  -0.045885  surface
567  84.82  1  0.921844  6.485  7.755  -0.114680  0.729768  -0.051690  surface
568  113.28  1  0.918251  6.978  8.219  0.063614  0.764540  -0.044480  surface
569  100.89  1  0.912116  6.794  8.201  0.025922  0.781407  -0.028187  surface
570  96.54  1  0.899120  6.893  8.581  -0.169047  0.815491  -0.026553  surface
571  97.03  1  0.903652  6.522  8.531  -0.091434  0.777835  -0.063326  surface
572  94.63  1  0.924426  6.478  8.053  0.140965  0.721565  -0.052728  surface
573  86.73  1  0.919531  7.382  8.955  -0.237818  0.808467  -0.011320  surface
574  82.99  1  0.887479  7.461  7.728  -0.240450  0.761421  -0.034149  surface
575  94.85  1  0.898197  7.245  8.785  -0.141027  0.806543  -0.057597  surface
576  92.61  1  0.900269  7.361  8.500  -0.177690  0.776875  -0.022075  surface
577  98.61  1  0.922293  6.734  8.177  0.081232  0.758725  -0.029682  surface
578  84.19  1  0.938836  7.370  7.096  -0.272954  0.784156  -0.050868  surface
579  89.46  1  0.930670  6.342  8.146  0.044754  0.781508  -0.025042  surface
580  86.78  1  0.923918  6.926  8.287  0.120692  0.737776  -0.044731  surface
581  105.30  1  0.901351  6.667  7.876  -0.099887  0.783475  -0.029121  surface
582  91.49  1  0.906170  7.151  7.799  -0.116030  0.779589  -0.053765  surface
583  95.03  1  0.902079  7.458  7.381  -0.144569  0.767875  -0.058442  surface
584  105.82  1  0.883364  6.731  7.660  -0.114566  0.790546  -0.046772  surface
585  79.97  1  0.902167  6.249  9.285  0.072044  0.812184  -0.050078  surface
586  101.61  1  0.923672  7.397  7.736  0.011949  0.742187  -0.054894  surface
587  110.48  1  0.898463  7.550  7.621  -0.050460  0.744802  -0.022483  surface
588  92.60  1  0.890037  7.187  7.608  -0.036080  0.736843  -0.055602  surface
589  92.89  1  0.909765  6.611  7.335  -0.270416  0.792242  -0.042200  surface
590  102.55  1  0.894987  7.137  7.785  -0.135083  0.789965  -0.040318  surface
591  99.99  1  0.905083  7.111  7.352  -0.615736  0.857586  -0.047824  surface
592  90.97  1  0.906689  7.114  8.840  0.016809  0.809448  -0.038519  surface
593  104.44  1  0.864045  6.670  7.937  -0.129366  0.822159  -0.055411  surface
594  110.40  1  0.892983  7.221  8.254  -0.111378  0.840817  -0.047184  surface
595  106.86  1  0.908050  7.481  8.627  -0.171842  0.822261  -0.044960  surface
596  76.74  1  0.864840  6.820  8.669  -0.272139  0.855724  -0.055376  surface
597  106.02  1  0.879759  7.503  7.606  -0.264708  0.762676  -0.039897  surface
598  96.97  1  0.897118  7.587  7.333  -0.460931  0.814934  -0.051883  surface
599  46.37  0  0.858099  7.864  6.700  -0.804623  0.880779  -0.046057  S3_pocket
600  104.49  1  0.934848  8.930  6.514  -0.872583  0.773655  -0.006455  S3_pocket
601  104.18  1  0.940784  10.937  5.363  -0.843350  0.670478  -0.014431  S3_pocket
602  75.64  1  0.939709  11.301  6.365  -0.499839  0.700487  0.015073  S3_pocket
603  136.91  1  0.959666  10.827  6.240  -0.202031  0.627362  -0.002295  S3_pocket
604  60.22  1  0.935450  10.147  5.562  -0.954542  0.697430  -0.045955  S3_pocket
605  102.83  1  0.951949  10.673  5.495  -0.819583  0.663309  -0.007037  S3_pocket
606  89.16  1  0.956363  10.832  6.122  -0.864370  0.659508  -0.002518  S3_pocket
607  112.83  1  0.949050  11.232  6.047  -0.580364  0.679582  0.001504  S3_pocket
608  98.20  1  0.961119  11.393  6.093  -0.714683  0.654371  -0.001982  S3_pocket
609  132.52  1  0.958602  10.682  5.861  -0.636484  0.639735  0.001412  S3_pocket
610  104.39  1  0.935284  10.436  6.214  -0.793931  0.723678  -0.004181  S3_pocket
611  131.62  1  0.957218  11.502  6.042  -0.559204  0.632392  -0.016735  S3_pocket
612  88.83  1  0.916824  10.481  5.774  -0.882192  0.720464  -0.005131  S3_pocket
613  108.13  1  0.942709  10.099  6.144  -0.762397  0.691586  -0.015175  S3_pocket
614  89.05  1  0.926682  10.454  6.440  -0.807702  0.747364  -0.002518  S3_pocket
615  98.48  1  0.923372  10.541  6.116  -0.715219  0.724209  -0.012533  S3_pocket
616  106.50  1  0.903250  10.615  6.311  -0.831672  0.766160  -0.007097  S3_pocket
617  109.87  1  0.941217  10.048  5.713  -0.843235  0.661941  -0.005522  S3_pocket
618  134.00  1  0.955113  10.244  6.089  -0.560524  0.633898  -0.007104  S3_pocket
619  123.88  1  0.919191  9.754  6.233  -0.795104  0.720575  -0.012036  S3_pocket
620  130.15  1  0.927404  9.953  5.599  -0.767159  0.651714  -0.016752  S3_pocket
621  107.52  1  0.904603  9.968  6.024  -0.777975  0.724108  -0.000313  S3_pocket
622  127.78  1  0.916534  10.574  6.023  -0.656757  0.647164  -0.005568  S3_pocket
623  106.43  1  0.937303  10.091  6.269  -0.721600  0.669557  0.004101  S3_pocket
624  147.06  1  0.913182  9.942  6.561  -0.405158  0.742110  -0.017909  S3_pocket
625  130.46  1  0.908807  9.768  6.721  -0.615420  0.707413  0.002486  S3_pocket
626  110.35  1  0.917322  10.203  5.649  -0.669714  0.651525  -0.009629  S3_pocket
627  116.92  1  0.943088  10.172  5.629  -0.680154  0.662720  -0.010743  S3_pocket
628  115.39  1  0.909277  9.243  6.575  -0.529346  0.784724  -0.006789  S3_pocket
629  138.09  1  0.916528  9.504  6.875  -0.428479  0.727100  -0.005349  S3_pocket
630  133.25  1  0.901182  9.358  6.391  -0.659196  0.727584  -0.002755  S3_pocket
631  104.02  1  0.939432  10.075  5.678  -0.844846  0.658785  0.002366  S3_pocket
632  113.03  1  0.929412  10.381  6.196  -0.678867  0.683025  -0.008194  S3_pocket
633  120.89  1  0.931936  10.048  5.863  -0.819297  0.716017  0.009192  S3_pocket
634  132.30  1  0.932108  10.474  5.894  -0.739285  0.640151  -0.001694  S3_pocket
635  122.14  1  0.912777  10.483  6.165  -0.703497  0.674319  -0.002826  S3_pocket
636  105.41  1  0.927469  10.262  6.686  -0.590264  0.726788  -0.003738  S3_pocket
637  103.03  1  0.928569  9.934  6.151  -0.805542  0.720741  -0.003931  S3_pocket
638  104.40  1  0.920312  9.948  5.898  -0.805056  0.709551  0.004521  S3_pocket
639  97.99  1  0.936754  9.888  6.401  -0.798797  0.731490  0.001205  S3_pocket
640  97.23  1  0.917496  9.931  5.975  -0.810303  0.704975  0.007354  S3_pocket
641  115.76  1  0.952444  10.378  6.312  -0.501135  0.703052  -0.003319  S3_pocket
642  113.11  1  0.944049  9.570  6.357  -0.819617  0.727588  -0.001759  S3_pocket
643  127.85  1  0.950181  10.454  6.143  -0.379820  0.666507  -0.004049  S3_pocket
644  97.93  1  0.915025  9.780  6.188  -0.701883  0.703512  0.003320  S3_pocket
645  92.65  1  0.917370  9.979  6.547  -0.775155  0.692497  -0.004314  S3_pocket
646  110.51  1  0.932122  9.770  6.542  -0.631793  0.752508  -0.003836  S3_pocket
647  110.79  1  0.915810  9.579  6.380  -0.635906  0.767382  0.001931  S3_pocket
648  121.38  1  0.949201  9.824  5.769  -0.789061  0.651111  -0.002741  S3_pocket
649  120.08  1  0.933564  10.102  5.818  -0.638252  0.661678  -0.014605  S3_pocket
650  111.91  1  0.939538  9.897  5.771  -0.813759  0.705177  0.001407  S3_pocket
651  108.10  1  0.943214  9.585  5.988  -0.730433  0.674721  -0.006000  S3_pocket
652  101.24  1  0.925837  9.823  6.005  -0.718520  0.719745  -0.005529  S3_pocket
653  95.77  1  0.924347  9.973  6.522  -0.814524  0.784764  0.000782  S3_pocket
654  93.41  1  0.931615  9.810  6.453  -0.880222  0.745028  -0.000493  S3_pocket
655  126.64  1  0.930688  10.358  5.669  -0.741001  0.685458  -0.011418  S3_pocket
656  112.01  1  0.916698  9.843  6.217  -0.830097  0.763314  0.004686  S3_pocket
657  105.16  1  0.915159  9.080  6.560  -0.887350  0.795719  0.004344  S3_pocket
658  114.77  1  0.929312  9.638  6.057  -0.778431  0.722859  -0.003934  S3_pocket
659  89.94  1  0.938943  10.170  6.481  -0.819797  0.721758  0.005097  S3_pocket
660  120.27  1  0.912565  9.191  6.570  -0.802266  0.783628  -0.000466  S3_pocket
661  109.43  1  0.953618  10.507  5.924  -0.732790  0.678294  -0.010933  S3_pocket
662  119.56  1  0.942076  9.949  6.028  -0.698232  0.694893  -0.005402  S3_pocket
663  112.68  1  0.973265  10.395  5.725  -0.812085  0.616052  -0.006447  S3_pocket
664  132.62  1  0.958683  10.337  5.683  -0.695177  0.694038  -0.013200  S3_pocket
665  127.05  1  0.987581  10.650  5.501  -0.590991  0.624390  -0.009771  S3_pocket
666  119.10  1  0.982755  10.486  5.541  -0.589685  0.642622  -0.016794  S3_pocket
